ecozone,ecoregion,nets_rep,nets_nonrep,species,density_mean,density_cv,cmi_coef,cmi_tstat,gpp_coef,gpp_tstat,led_coef,led_tstat,lcc_coef,lcc_tstat,r2,rmse,pval,cmi_p,gpp_p,led_p,lcc_p
12,181,67,500,overwaternesters,NA,NA,-0.261,-5.44,0.033,0.76,0.729,17.51,0.738,6.77,0.629,0.060,0.0000,0.0000,0.4490,0.0000,0.0000
12,183,31,23,overwaternesters,NA,NA,-0.025,-0.21,-0.074,-0.68,-0.390,-2.50,0.531,2.30,0.091,0.044,0.0700,0.8319,0.5021,0.0159,0.0255
14,199,12,500,overwaternesters,NA,NA,0.470,11.61,-0.287,-2.68,0.467,4.30,-0.221,-1.78,0.270,0.123,0.0000,0.0000,0.0076,0.0000,0.0761
14,200,330,33,overwaternesters,NA,NA,0.117,1.78,-0.417,-4.18,-0.299,-2.53,1.734,13.06,0.584,0.059,0.0000,0.0762,0.0000,0.0118,0.0000
14,207,309,105,overwaternesters,NA,NA,0.048,0.59,-0.049,-0.48,0.482,5.81,0.183,1.64,0.284,0.079,0.0000,0.5585,0.6322,0.0000,0.1013
15,215,265,500,overwaternesters,NA,NA,0.207,5.35,-0.144,-2.05,0.022,0.43,-0.040,-0.48,0.048,0.142,0.0000,0.0000,0.0410,0.6695,0.6301
15,216,500,500,overwaternesters,NA,NA,0.155,4.91,0.104,2.55,-0.156,-2.77,-0.008,-0.10,0.057,0.100,0.0000,0.0000,0.0109,0.0057,0.9218
15,217,500,234,overwaternesters,NA,NA,0.186,5.66,0.226,4.05,-0.030,-0.56,-0.078,-1.04,0.185,0.085,0.0000,0.0000,0.0001,0.5749,0.2980
6A,89,500,28,blbw,0.01,0.0112,0.201,4.64,0.772,18.11,0.103,1.78,0.096,1.37,0.674,0.052,0.0000,0.0000,0.0000,0.0764,0.1726
6A,90,500,101,blbw,0.1064,0.0739,0.590,17.31,1.045,14.57,0.086,1.58,-1.633,-17.81,0.509,0.060,0.0000,0.0000,0.0000,0.1156,0.0000
6A,94,251,500,blbw,0.0546,0.0494,0.200,4.12,0.162,2.27,-0.367,-8.67,0.208,1.74,0.194,0.089,0.0000,0.0000,0.0237,0.0000,0.0830
6A,95,500,109,blbw,0.0085,0.0059,0.464,9.19,0.540,8.32,0.055,0.79,0.226,2.33,0.743,0.074,0.0000,0.0000,0.0000,0.4279,0.0204
6A,100,500,500,blbw,0.0124,0.0135,0.292,16.27,0.683,23.69,-0.019,-1.12,0.613,13.32,0.924,0.038,0.0000,0.0000,0.0000,0.2633,0.0000
6B,108,26,500,blbw,0.0069,0.0056,0.947,62.50,-0.008,-0.26,-0.009,-0.32,-0.000,-0.01,0.910,0.050,0.0000,0.0000,0.7929,0.7482,0.9926
4,51,49,192,boch,0.0491,0.0058,0.490,5.46,0.010,0.07,-0.447,-2.94,0.367,2.73,0.878,0.032,0.0000,0.0000,0.9477,0.0036,0.0067
4,52,357,141,boch,0.045,0.003,0.107,1.90,0.324,4.19,0.209,2.57,0.706,7.43,0.546,0.085,0.0000,0.0584,0.0000,0.0103,0.0000
4,53,76,500,boch,0.0469,0.0024,0.996,26.67,1.059,15.10,-0.883,-14.16,-0.673,-8.12,0.817,0.045,0.0000,0.0000,0.0000,0.0000,0.0000
4,55,21,145,boch,0.0482,0.0021,0.302,4.97,0.287,2.38,-0.307,-2.43,0.091,0.55,0.261,0.107,0.0000,0.0000,0.0184,0.0163,0.5822
4,59,500,152,boch,0.0464,0.0031,0.366,8.56,-0.125,-1.97,0.133,2.48,-0.009,-0.13,0.251,0.077,0.0000,0.0000,0.0495,0.0132,0.8945
4,60,470,93,boch,0.0439,0.0025,0.215,2.30,-0.264,-4.86,0.467,5.90,0.338,4.57,0.266,0.080,0.0000,0.0220,0.0000,0.0000,0.0000
4,62,41,80,boch,0.069,0.023,0.584,4.53,-0.318,-2.07,0.580,1.83,-0.526,-2.53,0.637,0.082,0.0000,0.0000,0.0407,0.0696,0.0127
5,68,233,208,boch,0.0426,0.0027,0.025,0.39,-0.312,-2.47,0.357,5.72,0.072,0.57,0.097,0.130,0.0000,0.6982,0.0139,0.0000,0.5708
5,69,500,500,boch,0.0484,0.007,0.074,3.43,0.399,9.52,-0.371,-6.52,0.622,8.24,0.593,0.072,0.0000,0.0006,0.0000,0.0000,0.0000
5,70,500,129,boch,0.0417,0.0042,0.265,5.85,0.088,1.04,-0.030,-0.35,0.261,3.75,0.350,0.088,0.0000,0.0000,0.3005,0.7266,0.0002
5,71,500,167,boch,0.0486,0.0037,0.395,11.24,0.186,3.43,-0.349,-5.19,0.319,3.84,0.431,0.077,0.0000,0.0000,0.0006,0.0000,0.0001
5,72,500,210,boch,0.1223,0.0313,0.314,9.86,0.084,1.39,0.435,7.74,0.340,3.57,0.847,0.054,0.0000,0.0000,0.1635,0.0000,0.0004
5,74,500,173,boch,0.0911,0.0283,0.095,1.59,0.558,5.39,-0.344,-4.58,0.356,3.08,0.184,0.120,0.0000,0.1131,0.0000,0.0000,0.0021
5,77,500,398,boch,0.1086,0.0547,0.165,5.34,0.347,5.33,-0.289,-4.73,0.537,9.01,0.517,0.093,0.0000,0.0000,0.0000,0.0000,0.0000
5,78,500,365,boch,0.1397,0.0438,-0.038,-0.89,0.525,7.94,-0.029,-0.43,0.363,7.54,0.417,0.106,0.0000,0.3712,0.0000,0.6687,0.0000
5,80,69,419,boch,0.2474,0.15,0.068,1.12,0.522,5.97,-0.158,-1.95,-0.453,-3.86,0.099,0.138,0.0000,0.2640,0.0000,0.0520,0.0001
6A,87,121,36,boch,0.0676,0.0099,0.195,2.06,0.934,7.06,-0.050,-0.26,-0.030,-0.14,0.715,0.067,0.0000,0.0415,0.0000,0.7977,0.8912
6A,88,500,29,boch,0.0732,0.0124,0.305,3.80,0.092,1.02,0.185,1.67,-0.088,-0.61,0.116,0.100,0.0000,0.0002,0.3063,0.0951,0.5409
6A,89,500,28,boch,0.075,0.0092,-0.063,-1.27,0.802,16.60,0.235,3.60,0.596,7.41,0.685,0.058,0.0000,0.2061,0.0000,0.0003,0.0000
6A,90,500,101,boch,0.0676,0.0203,0.720,20.43,0.507,6.47,0.178,3.10,-0.224,-2.27,0.805,0.063,0.0000,0.0000,0.0000,0.0020,0.0234
6A,94,251,500,boch,0.0677,0.0119,0.434,12.66,1.171,23.95,-0.448,-14.85,-0.336,-4.03,0.889,0.063,0.0000,0.0000,0.0000,0.0000,0.0001
6A,95,500,109,boch,0.0827,0.0068,0.106,1.52,0.250,2.76,0.059,0.62,0.144,1.01,0.194,0.101,0.0000,0.1293,0.0060,0.5360,0.3142
6A,100,500,500,boch,0.1651,0.0457,-0.050,-1.16,-0.730,-9.95,0.385,9.23,0.738,6.18,0.244,0.093,0.0000,0.2468,0.0000,0.0000,0.0000
6A,103,500,78,boch,0.2723,0.1295,0.620,15.80,0.191,2.80,0.015,0.21,0.001,0.02,0.609,0.077,0.0000,0.0000,0.0053,0.8343,0.9868
6A,104,26,13,boch,0.1423,0.035,-0.488,-1.62,1.779,4.52,2.305,4.13,-0.435,-0.42,0.880,0.093,0.0000,0.1146,0.0001,0.0002,0.6798
6A,105,500,305,boch,0.2805,0.1449,-0.133,-2.63,0.387,7.20,0.229,2.94,0.006,0.07,0.259,0.103,0.0000,0.0088,0.0000,0.0034,0.9459
6B,108,26,500,boch,0.1713,0.1016,0.382,11.23,0.337,4.83,-0.023,-0.34,0.565,4.92,0.417,0.111,0.0000,0.0000,0.0000,0.7315,0.0000
9,136,31,49,boch,0.0706,0.0143,-0.379,-1.52,0.622,2.18,0.372,1.34,0.467,0.70,0.449,0.123,0.0000,0.1339,0.0324,0.1834,0.4889
11,165,151,223,boch,0.0464,0.0053,0.252,3.64,0.029,0.27,-0.030,-0.33,0.610,7.54,0.739,0.057,0.0000,0.0003,0.7850,0.7436,0.0000
11,166,21,160,boch,0.047,0.0013,0.382,11.66,0.325,3.89,-0.221,-2.84,-0.190,-1.69,0.591,0.042,0.0000,0.0000,0.0001,0.0051,0.0933
11,168,500,18,boch,0.0505,0.0064,0.007,0.09,-0.077,-0.78,0.050,0.62,0.273,3.29,0.033,0.064,0.0003,0.9299,0.4350,0.5351,0.0011
11,170,500,433,boch,0.0449,0.0126,-0.186,-3.89,0.089,1.13,0.058,0.98,0.803,13.72,0.542,0.096,0.0000,0.0001,0.2590,0.3260,0.0000
11,171,130,320,boch,0.0561,0.0213,0.882,6.86,-0.672,-4.40,-0.360,-3.13,1.026,6.21,0.566,0.110,0.0000,0.0000,0.0000,0.0019,0.0000
12,172,500,26,boch,0.0553,0.0092,-0.415,-4.58,0.581,6.15,0.336,3.89,0.984,7.44,0.408,0.093,0.0000,0.0000,0.0000,0.0001,0.0000
12,175,500,81,boch,0.0763,0.0178,-0.126,-1.88,0.430,6.40,0.373,4.82,-0.367,-3.57,0.175,0.082,0.0000,0.0606,0.0000,0.0000,0.0004
12,176,100,153,boch,0.074,0.0172,0.033,0.47,-0.854,-5.26,0.506,5.17,0.957,4.11,0.437,0.097,0.0000,0.6383,0.0000,0.0000,0.0001
12,177,37,61,boch,0.0878,0.0135,-0.089,-0.82,0.190,0.74,0.104,0.83,0.405,1.50,0.352,0.091,0.0000,0.4137,0.4623,0.4089,0.1376
12,178,166,352,boch,0.0821,0.0118,-0.314,-4.89,0.840,8.25,-0.054,-0.88,0.209,2.02,0.336,0.104,0.0000,0.0000,0.0000,0.3771,0.0436
12,179,500,127,boch,0.0783,0.0315,0.082,1.14,0.878,11.64,0.022,0.26,-0.033,-0.37,0.508,0.084,0.0000,0.2542,0.0000,0.7919,0.7125
12,180,500,420,boch,0.0857,0.0271,0.152,3.69,-0.057,-0.93,0.006,0.10,0.386,3.87,0.137,0.118,0.0000,0.0002,0.3519,0.9206,0.0001
12,181,67,500,boch,0.0893,0.0091,-0.681,-10.78,0.542,10.12,-0.161,-3.10,0.960,7.19,0.588,0.074,0.0000,0.0000,0.0000,0.0020,0.0000
12,183,31,23,boch,0.0982,0.0327,0.226,1.74,-0.320,-2.68,0.142,0.83,0.771,3.05,0.762,0.049,0.0000,0.0884,0.0099,0.4114,0.0037
14,199,12,500,boch,0.0599,0.0187,0.540,19.27,0.449,5.80,0.393,4.93,-0.290,-3.39,0.693,0.085,0.0000,0.0000,0.0000,0.0000,0.0008
14,200,330,33,boch,0.0716,0.027,0.005,0.10,0.138,1.84,0.231,2.55,0.304,3.10,0.347,0.045,0.0000,0.9196,0.0660,0.0113,0.0021
14,207,309,105,boch,0.0869,0.0299,0.344,5.17,-0.087,-1.05,-0.062,-0.92,0.067,0.74,0.172,0.064,0.0000,0.0000,0.2965,0.3599,0.4613
15,215,265,500,boch,0.058,0.0101,0.580,20.51,-0.031,-0.56,0.201,5.30,-0.012,-0.19,0.613,0.110,0.0000,0.0000,0.5753,0.0000,0.8501
15,216,500,500,boch,0.0672,0.0097,0.594,21.47,-0.026,-0.70,-0.180,-3.58,-0.007,-0.10,0.455,0.093,0.0000,0.0000,0.4847,0.0004,0.9185
15,217,500,234,boch,0.0814,0.0167,0.619,15.28,-0.220,-3.25,0.361,5.51,0.242,2.66,0.631,0.105,0.0000,0.0000,0.0012,0.0000,0.0080
5,72,500,210,brcr,0.0248,0.0024,-0.259,-5.56,0.524,5.83,0.230,2.76,0.864,6.29,0.661,0.080,0.0000,0.0000,0.0000,0.0058,0.0000
5,74,500,173,brcr,0.0241,0.0026,0.311,7.77,0.425,6.48,-0.235,-4.68,0.086,1.11,0.403,0.081,0.0000,0.0000,0.0000,0.0000,0.2669
5,78,500,365,brcr,0.0217,0.0044,0.286,7.12,-0.261,-4.18,-0.017,-0.27,0.632,13.68,0.420,0.101,0.0000,0.0000,0.0000,0.7897,0.0000
6A,88,500,29,brcr,0.0261,0.0068,0.045,0.83,0.464,7.83,-0.110,-1.60,1.355,15.42,0.660,0.063,0.0000,0.4058,0.0000,0.1092,0.0000
6A,89,500,28,brcr,0.0247,0.0054,0.241,3.82,0.853,14.32,0.001,0.01,-0.173,-1.64,0.481,0.073,0.0000,0.0001,0.0000,0.9918,0.1018
6A,90,500,101,brcr,0.0512,0.0131,0.409,8.51,0.414,3.95,0.074,0.96,-0.403,-2.84,0.335,0.085,0.0000,0.0000,0.0001,0.3389,0.0046
6A,94,251,500,brcr,0.0514,0.015,0.619,11.03,-0.463,-5.80,0.869,17.44,0.264,1.92,0.675,0.102,0.0000,0.0000,0.0000,0.0000,0.0557
6A,95,500,109,brcr,0.0338,0.011,0.464,10.55,0.496,8.72,0.111,1.83,0.207,2.33,0.779,0.066,0.0000,0.0000,0.0000,0.0675,0.0203
6A,100,500,500,brcr,0.0414,0.0088,0.098,2.68,1.584,27.15,-0.038,-1.13,-0.394,-4.21,0.772,0.076,0.0000,0.0075,0.0000,0.2587,0.0000
6A,103,500,78,brcr,0.0163,0.0021,0.100,1.77,0.244,2.50,0.038,0.36,0.108,0.85,0.107,0.111,0.0000,0.0764,0.0126,0.7194,0.3975
6B,108,26,500,brcr,0.0141,7e-4,0.759,22.88,0.150,2.31,0.185,2.89,-0.393,-3.59,0.581,0.107,0.0000,0.0000,0.0211,0.0040,0.0004
12,172,500,26,brcr,0.0129,0.0011,0.584,10.43,0.238,3.94,0.134,2.21,0.383,4.42,0.596,0.061,0.0000,0.0000,0.0001,0.0272,0.0000
12,175,500,81,brcr,0.0133,0.0023,0.839,12.25,-0.690,-9.62,-0.340,-4.11,0.484,4.48,0.266,0.085,0.0000,0.0000,0.0000,0.0000,0.0000
12,177,37,61,brcr,0.0168,0.0025,-0.183,-1.95,0.373,1.68,0.021,0.19,-0.383,-1.64,0.023,0.078,0.1919,0.0537,0.0972,0.8487,0.1051
12,179,500,127,brcr,0.0145,0.0028,0.224,3.90,0.690,11.55,-0.060,-0.92,0.123,1.81,0.628,0.066,0.0000,0.0001,0.0000,0.3557,0.0702
12,180,500,420,brcr,0.0159,0.0027,0.014,0.36,-0.037,-0.62,0.056,1.00,0.170,1.77,0.018,0.112,0.0003,0.7177,0.5333,0.3159,0.0763
14,199,12,500,brcr,0.0132,0.0014,0.269,9.06,0.833,11.01,0.199,2.63,-0.187,-2.18,0.614,0.090,0.0000,0.0000,0.0000,0.0087,0.0297
14,200,330,33,brcr,0.0138,0.0012,-0.117,-1.87,0.143,1.47,0.224,1.87,0.764,6.18,0.436,0.057,0.0000,0.0620,0.1415,0.0626,0.0000
14,207,309,105,brcr,0.014,0.0012,-0.269,-3.35,0.219,2.18,-0.012,-0.15,0.251,2.30,0.060,0.077,0.0000,0.0009,0.0297,0.8794,0.0219
15,217,500,234,brcr,0.0397,0.0098,-0.151,-3.30,0.575,7.63,0.465,6.35,0.166,1.65,0.387,0.118,0.0000,0.0010,0.0000,0.0000,0.0993
5,78,500,365,btnw,0.0069,0.0045,0.394,8.81,-0.149,-2.14,0.030,0.42,0.407,7.98,0.352,0.112,0.0000,0.0000,0.0325,0.6782,0.0000
5,80,69,419,btnw,0.0242,0.017,0.425,10.17,0.443,7.34,-0.160,-2.86,-0.492,-6.06,0.391,0.095,0.0000,0.0000,0.0000,0.0045,0.0000
6A,87,121,36,btnw,0.0056,0.0011,0.795,8.18,0.962,7.08,-0.508,-2.54,-1.029,-4.52,0.725,0.068,0.0000,0.0000,0.0000,0.0120,0.0000
6A,88,500,29,btnw,0.0101,0.004,0.079,1.31,0.440,6.31,0.127,1.53,0.680,6.58,0.465,0.073,0.0000,0.1923,0.0000,0.1276,0.0000
6A,89,500,28,btnw,0.0094,0.0027,0.268,4.98,1.003,18.17,-0.033,-0.46,0.390,4.34,0.700,0.065,0.0000,0.0000,0.0000,0.6431,0.0000
6A,90,500,101,btnw,0.0273,0.0126,0.167,5.30,1.268,19.48,-0.012,-0.25,-0.866,-10.44,0.481,0.056,0.0000,0.0000,0.0000,0.8047,0.0000
6A,94,251,500,btnw,0.0342,0.0172,0.464,10.28,1.421,20.90,-0.939,-24.07,-0.492,-4.25,0.806,0.082,0.0000,0.0000,0.0000,0.0000,0.0000
6A,95,500,109,btnw,0.0126,0.0044,0.273,7.17,0.338,6.90,-0.125,-2.44,0.607,8.04,0.752,0.057,0.0000,0.0000,0.0000,0.0150,0.0000
6A,100,500,500,btnw,0.0157,0.0085,0.088,3.49,1.429,36.51,-0.003,-0.11,0.371,5.85,0.914,0.052,0.0000,0.0005,0.0000,0.9127,0.0000
6A,103,500,78,btnw,0.0443,0.0208,0.245,4.81,0.073,0.88,0.227,2.49,0.061,0.57,0.226,0.097,0.0000,0.0000,0.3765,0.0131,0.5658
6A,104,26,13,btnw,0.0277,0.0084,-0.254,-1.97,0.948,5.64,0.986,4.13,0.562,1.26,0.946,0.040,0.0000,0.0565,0.0000,0.0002,0.2174
6B,108,26,500,btnw,0.0499,0.0317,0.916,60.21,0.008,0.26,0.001,0.05,-0.025,-0.50,0.903,0.050,0.0000,0.0000,0.7955,0.9610,0.6170
9,136,31,49,btnw,0.0049,0.0015,-0.367,-2.20,0.283,1.49,-0.224,-1.21,1.090,2.43,0.359,0.082,0.0000,0.0309,0.1414,0.2308,0.0174
14,207,309,105,btnw,0.0139,0.0059,0.404,6.63,-0.079,-1.04,-0.387,-6.28,0.187,2.25,0.239,0.059,0.0000,0.0000,0.2983,0.0000,0.0247
15,216,500,500,btnw,0.006,0.0012,0.560,19.77,0.107,2.79,-0.130,-2.48,-0.159,-2.12,0.427,0.096,0.0000,0.0000,0.0053,0.0135,0.0347
15,217,500,234,btnw,0.0186,0.0104,0.079,2.21,0.596,9.98,0.252,4.24,0.061,0.76,0.520,0.093,0.0000,0.0277,0.0000,0.0000,0.4476
4,62,41,80,cawa,0.0045,0.0028,0.429,12.84,0.002,0.04,0.278,3.38,0.352,6.54,0.977,0.021,0.0000,0.0000,0.9681,0.0010,0.0000
6A,88,500,29,cawa,0.0092,0.0077,0.372,8.28,0.385,7.75,0.105,1.71,0.047,0.61,0.574,0.056,0.0000,0.0000,0.0000,0.0885,0.5428
6A,89,500,28,cawa,0.0087,0.0066,0.254,5.25,1.006,21.45,-0.004,-0.07,0.331,4.36,0.752,0.057,0.0000,0.0000,0.0000,0.9439,0.0000
6A,90,500,101,cawa,0.023,0.0067,0.282,7.60,0.892,10.97,0.108,1.83,-1.244,-11.83,0.243,0.065,0.0000,0.0000,0.0000,0.0675,0.0000
6A,94,251,500,cawa,0.0192,0.0059,0.112,2.33,0.313,4.76,-0.417,-10.11,0.136,1.19,0.258,0.085,0.0000,0.0202,0.0000,0.0000,0.2359
6A,95,500,109,cawa,0.0067,0.0036,0.372,8.79,0.674,12.12,-0.011,-0.19,0.110,1.29,0.773,0.063,0.0000,0.0000,0.0000,0.8520,0.1974
6A,100,500,500,cawa,0.007,0.0049,0.318,20.13,1.031,41.69,-0.018,-1.23,0.146,3.75,0.949,0.032,0.0000,0.0000,0.0000,0.2180,0.0002
9,136,31,49,cawa,0.0097,0.0065,0.241,0.95,0.264,0.91,0.565,2.00,-0.404,-0.59,0.365,0.125,0.0000,0.3476,0.3674,0.0491,0.5572
15,216,500,500,cawa,0.003,7e-4,0.163,4.83,-0.263,-5.70,0.212,3.40,0.942,10.98,0.375,0.111,0.0000,0.0000,0.0000,0.0007,0.0000
15,217,500,234,cawa,0.0094,0.006,0.186,4.83,0.581,9.16,0.139,2.26,-0.012,-0.14,0.479,0.099,0.0000,0.0000,0.0000,0.0244,0.8909
4,55,21,145,cmwa,0.0068,0.0031,0.383,5.35,0.072,0.51,0.191,1.28,-0.011,-0.06,0.218,0.125,0.0000,0.0000,0.6128,0.2014,0.9542
4,60,470,93,cmwa,0.009,0.0044,0.024,0.19,-0.245,-3.38,0.025,0.24,0.072,0.73,0.023,0.107,0.0020,0.8508,0.0008,0.8100,0.4650
5,69,500,500,cmwa,0.0129,0.0104,-0.044,-2.15,-0.472,-12.43,0.008,0.16,1.360,19.11,0.274,0.067,0.0000,0.0317,0.0000,0.8764,0.0000
5,71,500,167,cmwa,0.0098,0.0023,0.454,14.25,-0.035,-0.71,0.088,1.51,0.096,1.33,0.510,0.070,0.0000,0.0000,0.4760,0.1326,0.1836
6A,87,121,36,cmwa,0.0344,0.0308,0.931,10.16,0.209,1.63,-0.263,-1.40,0.313,1.46,0.864,0.064,0.0000,0.0000,0.1046,0.1647,0.1470
6A,88,500,29,cmwa,0.1015,0.1271,0.414,9.42,0.422,8.34,0.154,2.68,-0.071,-0.93,0.634,0.052,0.0000,0.0000,0.0000,0.0075,0.3511
6A,89,500,28,cmwa,0.08,0.0829,0.213,4.24,1.007,22.23,0.058,0.90,0.259,3.38,0.745,0.057,0.0000,0.0000,0.0000,0.3688,0.0008
6A,90,500,101,cmwa,0.1318,0.0653,0.346,7.84,0.128,1.35,0.657,9.29,-0.101,-0.84,0.586,0.079,0.0000,0.0000,0.1782,0.0000,0.3999
6A,94,251,500,cmwa,0.053,0.0294,0.439,14.42,0.987,19.60,-0.127,-4.45,-0.274,-3.21,0.910,0.058,0.0000,0.0000,0.0000,0.0000,0.0014
6A,95,500,109,cmwa,0.0427,0.0278,0.033,0.70,0.862,14.72,-0.186,-2.92,0.580,6.21,0.745,0.068,0.0000,0.4838,0.0000,0.0036,0.0000
6A,100,500,500,cmwa,0.0223,0.0082,0.004,0.13,1.310,29.50,-0.004,-0.14,0.514,7.22,0.881,0.058,0.0000,0.8935,0.0000,0.8856,0.0000
6A,103,500,78,cmwa,0.0154,0.0032,0.183,3.57,0.223,2.54,0.358,3.91,0.183,1.66,0.326,0.100,0.0000,0.0004,0.0113,0.0001,0.0983
9,136,31,49,cmwa,0.0874,0.0732,0.065,0.25,0.099,0.33,0.589,2.04,0.216,0.31,0.415,0.127,0.0000,0.8024,0.7390,0.0448,0.7580
14,207,309,105,cmwa,0.0104,0.0022,-0.197,-2.52,0.506,5.15,0.184,2.32,-0.025,-0.23,0.292,0.075,0.0000,0.0121,0.0000,0.0209,0.8146
15,217,500,234,cmwa,0.036,0.021,0.123,2.73,0.379,5.11,0.139,1.91,0.206,2.03,0.344,0.115,0.0000,0.0064,0.0000,0.0571,0.0426
4,51,49,192,osfl,0.0055,0.0014,1.114,5.09,-2.571,-6.61,1.593,4.29,0.484,1.48,0.501,0.079,0.0000,0.0000,0.0000,0.0000,0.1406
4,55,21,145,osfl,0.0046,8e-4,0.229,3.96,0.116,1.01,-0.062,-0.51,-0.002,-0.01,0.127,0.101,0.0000,0.0001,0.3128,0.6076,0.9913
4,60,470,93,osfl,0.0047,0.0012,0.004,0.04,0.348,6.78,0.348,4.65,-0.423,-6.05,0.216,0.076,0.0000,0.9673,0.0000,0.0000,0.0000
4,62,41,80,osfl,0.0078,0.0017,-0.220,-2.66,1.081,10.92,0.315,1.55,-1.026,-7.68,0.648,0.053,0.0000,0.0090,0.0000,0.1243,0.0000
5,69,500,500,osfl,0.0055,0.0013,0.036,2.03,0.847,25.37,0.396,8.67,0.298,4.94,0.932,0.058,0.0000,0.0422,0.0000,0.0000,0.0000
5,71,500,167,osfl,0.0047,0.0012,0.346,10.60,0.752,14.83,0.086,1.45,-0.064,-0.84,0.752,0.072,0.0000,0.0000,0.0000,0.1487,0.3995
5,72,500,210,osfl,0.0077,0.0015,0.706,19.69,0.989,14.17,0.059,0.91,-0.119,-1.10,0.923,0.063,0.0000,0.0000,0.0000,0.3647,0.2712
5,74,500,173,osfl,0.006,5e-4,0.017,0.32,0.060,0.65,0.416,6.01,0.081,0.77,0.201,0.109,0.0000,0.7459,0.5168,0.0000,0.4409
5,78,500,365,osfl,0.0068,0.001,0.240,6.20,0.327,5.43,-0.169,-2.79,0.024,0.54,0.200,0.097,0.0000,0.0000,0.0000,0.0054,0.5888
5,80,69,419,osfl,0.006,7e-4,0.235,4.94,-0.012,-0.18,-0.092,-1.44,0.034,0.37,0.061,0.109,0.0000,0.0000,0.8595,0.1504,0.7099
6A,87,121,36,osfl,0.0067,0.0014,-0.173,-2.20,1.301,11.82,-0.876,-5.41,0.784,4.25,0.571,0.055,0.0000,0.0296,0.0000,0.0000,0.0000
6A,88,500,29,osfl,0.0055,0.0016,0.207,3.57,0.511,7.54,0.265,3.20,0.320,3.20,0.530,0.071,0.0000,0.0004,0.0000,0.0014,0.0014
6A,89,500,28,osfl,0.0056,0.0017,0.152,3.06,0.811,18.42,-0.003,-0.04,0.336,4.39,0.666,0.056,0.0000,0.0024,0.0000,0.9675,0.0000
6A,90,500,101,osfl,0.0032,7e-4,0.852,21.05,0.891,10.20,0.247,3.63,-1.293,-11.55,0.687,0.074,0.0000,0.0000,0.0000,0.0003,0.0000
6A,94,251,500,osfl,0.0039,9e-4,0.149,3.16,-0.211,-3.00,-0.296,-6.74,0.673,5.60,0.126,0.087,0.0000,0.0017,0.0028,0.0000,0.0000
6A,95,500,109,osfl,0.0066,0.0012,-0.131,-2.63,0.942,14.78,-0.099,-1.42,0.071,0.70,0.547,0.074,0.0000,0.0087,0.0000,0.1560,0.4826
6A,100,500,500,osfl,0.0059,0.002,0.097,4.65,0.749,22.12,0.390,19.88,-0.793,-15.12,0.739,0.045,0.0000,0.0000,0.0000,0.0000,0.0000
6A,103,500,78,osfl,0.0057,5e-4,0.306,6.62,0.523,6.73,-0.103,-1.22,0.043,0.42,0.419,0.090,0.0000,0.0000,0.0000,0.2249,0.6750
6B,108,26,500,osfl,0.0077,8e-4,0.268,7.08,0.060,0.78,0.012,0.17,0.421,3.38,0.175,0.125,0.0000,0.0000,0.4337,0.8689,0.0008
9,136,31,49,osfl,0.0053,0.0017,0.343,1.58,-0.038,-0.15,0.209,0.87,0.065,0.11,0.361,0.106,0.0000,0.1172,0.8793,0.3847,0.9109
11,165,151,223,osfl,0.006,5e-4,0.140,3.46,0.056,0.90,0.552,10.18,0.350,7.40,0.952,0.033,0.0000,0.0006,0.3679,0.0000,0.0000
11,168,500,18,osfl,0.0066,0.0014,0.898,8.53,-0.782,-5.41,-0.649,-5.60,0.173,1.38,0.124,0.093,0.0000,0.0000,0.0000,0.0000,0.1688
11,170,500,433,osfl,0.0066,0.0014,0.246,3.56,-0.264,-2.28,0.090,1.07,0.043,0.50,0.039,0.139,0.0000,0.0004,0.0231,0.2855,0.6179
11,171,130,320,osfl,0.0077,0.002,0.358,3.21,-0.361,-2.72,0.162,1.62,0.108,0.75,0.138,0.095,0.0000,0.0014,0.0067,0.1058,0.4515
12,172,500,26,osfl,0.0089,0.0017,-0.062,-0.86,0.027,0.35,-0.017,-0.24,0.256,2.55,0.014,0.072,0.0235,0.3927,0.7266,0.8115,0.0111
12,175,500,81,osfl,0.0102,0.0022,1.056,17.96,-0.437,-7.16,-0.194,-2.76,0.123,1.33,0.385,0.073,0.0000,0.0000,0.0000,0.0059,0.1851
12,176,100,153,osfl,0.0083,0.0011,0.339,7.56,0.314,3.01,-0.155,-2.48,0.010,0.07,0.626,0.062,0.0000,0.0000,0.0028,0.0139,0.9480
12,177,37,61,osfl,0.0074,0.001,0.052,0.59,0.668,3.17,0.213,2.07,-0.600,-2.71,0.481,0.074,0.0000,0.5570,0.0021,0.0409,0.0081
12,178,166,352,osfl,0.0084,0.001,0.085,1.10,-0.070,-0.57,0.035,0.48,0.167,1.34,0.027,0.125,0.0012,0.2732,0.5670,0.6318,0.1792
12,179,500,127,osfl,0.0087,0.0029,-0.014,-0.20,0.105,1.45,0.009,0.12,0.208,2.40,0.076,0.083,0.0000,0.8429,0.1488,0.9070,0.0165
12,180,500,420,osfl,0.0079,0.0015,0.008,0.20,-0.326,-5.47,0.094,1.65,0.534,5.58,0.052,0.115,0.0000,0.8406,0.0000,0.0992,0.0000
12,181,67,500,osfl,0.0084,0.001,-0.529,-7.11,0.223,3.63,0.505,7.96,0.679,4.27,0.312,0.089,0.0000,0.0000,0.0003,0.0000,0.0000
