ecozone,ecoregion,nets_rep,nets_nonrep,species,density_mean,density_cv,cmi_coef,cmi_tstat,gpp_coef,gpp_tstat,led_coef,led_tstat,lcc_coef,lcc_tstat,r2,rmse,pval,cmi_p,gpp_p,led_p,lcc_p
4,60,470,93,wwcr,0.0806,0.0234,-0.258,-3.85,0.089,2.29,0.484,8.56,-0.135,-2.56,0.176,0.057,0.0000,0.0001,0.0222,0.0000,0.0107
4,62,41,80,wwcr,0.1573,0.0413,-0.137,-1.82,0.785,8.78,0.187,1.02,-0.665,-5.51,0.581,0.048,0.0000,0.0707,0.0000,0.3122,0.0000
5,68,233,208,wwcr,0.0661,0.0117,0.342,4.86,-0.537,-3.91,-0.182,-2.67,0.220,1.59,0.134,0.142,0.0000,0.0000,0.0001,0.0078,0.1123
5,69,500,500,wwcr,0.0904,0.0331,0.032,1.50,0.739,18.03,-0.140,-2.49,-0.041,-0.54,0.744,0.072,0.0000,0.1340,0.0000,0.0131,0.5861
5,70,500,129,wwcr,0.0659,0.0185,0.500,13.16,0.140,1.98,-0.123,-1.78,0.070,1.19,0.562,0.074,0.0000,0.0000,0.0487,0.0750,0.2362
5,71,500,167,wwcr,0.0904,0.0248,0.808,25.14,0.242,4.89,-0.159,-2.62,-0.193,-2.59,0.735,0.070,0.0000,0.0000,0.0000,0.0089,0.0098
5,72,500,210,wwcr,0.1584,0.041,0.741,31.49,-0.067,-1.51,-0.656,-15.17,0.653,9.66,0.819,0.041,0.0000,0.0000,0.1328,0.0000,0.0000
5,74,500,173,wwcr,0.1871,0.0488,0.733,23.54,0.467,8.76,-0.259,-6.54,0.125,2.08,0.822,0.062,0.0000,0.0000,0.0000,0.0000,0.0379
5,77,500,398,wwcr,0.127,0.0304,-0.143,-3.91,-0.127,-1.67,0.388,5.47,0.422,5.99,0.170,0.110,0.0000,0.0001,0.0951,0.0000,0.0000
5,78,500,365,wwcr,0.1962,0.0518,0.496,11.96,-0.363,-5.68,-0.153,-2.38,0.601,12.66,0.402,0.103,0.0000,0.0000,0.0000,0.0175,0.0000
5,80,69,419,wwcr,0.1639,0.0425,-0.161,-2.61,0.042,0.47,0.037,0.44,0.772,6.46,0.137,0.141,0.0000,0.0093,0.6352,0.6577,0.0000
6A,87,121,36,wwcr,0.1645,0.0478,0.052,0.64,1.424,12.62,-0.252,-1.52,-0.192,-1.01,0.766,0.057,0.0000,0.5209,0.0000,0.1305,0.3121
6A,88,500,29,wwcr,0.1627,0.0613,0.129,1.98,0.396,5.44,0.017,0.19,-0.318,-2.93,0.145,0.079,0.0000,0.0484,0.0000,0.8476,0.0036
6A,89,500,28,wwcr,0.1918,0.0638,0.448,8.68,0.068,1.40,-0.079,-1.16,0.304,3.75,0.344,0.060,0.0000,0.0000,0.1631,0.2472,0.0002
6A,90,500,101,wwcr,0.0922,0.0529,0.923,24.76,0.468,5.85,0.331,5.58,-0.898,-8.80,0.778,0.067,0.0000,0.0000,0.0000,0.0000,0.0000
6A,94,251,500,wwcr,0.1051,0.0384,0.408,9.91,0.885,14.93,-0.778,-20.41,0.004,0.04,0.757,0.077,0.0000,0.0000,0.0000,0.0000,0.9720
6A,95,500,109,wwcr,0.2212,0.0623,0.400,8.02,0.508,7.76,0.041,0.60,-0.257,-2.53,0.555,0.074,0.0000,0.0000,0.0000,0.5478,0.0117
6A,100,500,500,wwcr,0.2265,0.0802,0.288,12.34,0.060,1.58,-0.355,-15.91,0.564,9.25,0.494,0.049,0.0000,0.0000,0.1140,0.0000,0.0000
6A,103,500,78,wwcr,0.1351,0.0465,0.413,8.97,0.011,0.15,0.219,2.63,0.270,2.72,0.461,0.089,0.0000,0.0000,0.8846,0.0087,0.0067
6A,104,26,13,wwcr,0.0784,0.0091,-0.605,-2.13,1.499,4.04,1.792,3.40,1.125,1.14,0.908,0.088,0.0000,0.0408,0.0003,0.0017,0.2624
6A,105,500,305,wwcr,0.1384,0.0436,0.112,1.91,-0.184,-3.02,0.440,4.84,0.365,3.93,0.152,0.119,0.0000,0.0560,0.0026,0.0000,0.0001
6B,108,26,500,wwcr,0.0709,0.0076,0.422,11.69,0.263,3.66,0.127,1.89,0.493,4.23,0.420,0.116,0.0000,0.0000,0.0003,0.0587,0.0000
9,136,31,49,wwcr,0.1208,0.0274,0.175,1.16,-0.022,-0.13,-0.252,-1.50,0.790,1.94,0.529,0.074,0.0000,0.2516,0.8978,0.1376,0.0562
11,165,151,223,wwcr,0.0888,0.0148,-0.081,-1.59,0.158,2.02,-0.109,-1.60,0.251,4.22,0.261,0.042,0.0000,0.1121,0.0444,0.1102,0.0000
11,166,21,160,wwcr,0.0846,0.0105,0.579,10.46,-0.934,-6.63,-0.240,-1.82,0.784,4.13,0.514,0.071,0.0000,0.0000,0.0000,0.0697,0.0001
11,168,500,18,wwcr,0.1041,0.0206,0.007,0.11,-0.067,-0.70,0.530,6.64,0.283,3.13,0.262,0.062,0.0000,0.9152,0.4815,0.0000,0.0019
11,170,500,433,wwcr,0.0804,0.0243,-0.121,-2.29,0.122,1.38,-0.259,-4.02,0.823,12.80,0.465,0.104,0.0000,0.0222,0.1669,0.0001,0.0000
11,171,130,320,wwcr,0.0951,0.0351,0.294,2.43,0.005,0.04,0.050,0.46,0.682,4.39,0.602,0.103,0.0000,0.0154,0.9720,0.6474,0.0000
12,172,500,26,wwcr,0.1163,0.0395,0.312,5.25,0.152,2.29,0.402,6.65,-0.179,-2.02,0.388,0.062,0.0000,0.0000,0.0223,0.0000,0.0444
12,175,500,81,wwcr,0.1282,0.0287,0.112,2.18,0.484,9.38,0.215,3.47,-0.002,-0.03,0.539,0.063,0.0000,0.0297,0.0000,0.0006,0.9798
12,176,100,153,wwcr,0.1236,0.0266,-0.498,-9.20,0.589,4.69,0.394,5.21,0.359,2.00,0.573,0.075,0.0000,0.0000,0.0000,0.0000,0.0470
12,177,37,61,wwcr,0.0949,0.0151,-0.029,-0.27,0.342,1.35,0.649,5.25,-0.200,-0.75,0.523,0.089,0.0000,0.7868,0.1810,0.0000,0.4551
12,178,166,352,wwcr,0.1089,0.014,0.140,2.40,0.134,1.44,0.196,3.56,-0.102,-1.08,0.192,0.095,0.0000,0.0168,0.1504,0.0004,0.2797
12,179,500,127,wwcr,0.0794,0.0289,0.104,1.32,0.347,4.33,-0.108,-1.23,0.209,2.19,0.221,0.091,0.0000,0.1862,0.0000,0.2197,0.0286
12,180,500,420,wwcr,0.0829,0.0159,-0.196,-4.13,-0.206,-2.90,0.068,1.00,0.587,5.08,0.030,0.136,0.0000,0.0000,0.0038,0.3176,0.0000
12,181,67,500,wwcr,0.1253,0.0187,0.642,7.54,0.364,5.31,-0.180,-2.64,-1.444,-8.37,0.119,0.097,0.0000,0.0000,0.0000,0.0086,0.0000
12,183,31,23,wwcr,0.0896,0.0164,-1.048,-5.00,0.837,4.35,-0.572,-2.07,1.253,3.07,0.458,0.079,0.0000,0.0000,0.0001,0.0437,0.0035
14,199,12,500,wwcr,0.0611,0.0132,0.368,8.44,0.722,6.15,0.699,5.31,-0.508,-3.76,0.443,0.133,0.0000,0.0000,0.0000,0.0000,0.0002
14,200,330,33,wwcr,0.0677,0.0101,-0.170,-2.22,-0.111,-0.94,0.251,1.76,0.563,3.64,0.090,0.069,0.0000,0.0274,0.3501,0.0799,0.0003
14,207,309,105,wwcr,0.0833,0.0119,0.009,0.10,0.024,0.21,-0.029,-0.31,0.186,1.50,0.025,0.088,0.0067,0.9177,0.8333,0.7541,0.1356
15,215,265,500,wwcr,0.1296,0.0308,0.068,2.12,0.136,2.40,0.019,0.47,0.641,8.78,0.391,0.117,0.0000,0.0339,0.0166,0.6419,0.0000
15,216,500,500,wwcr,0.1794,0.0609,0.035,1.19,0.770,18.08,-0.219,-3.76,0.205,2.49,0.522,0.105,0.0000,0.2350,0.0000,0.0002,0.0130
15,217,500,234,wwcr,0.1367,0.0402,0.235,5.02,0.296,3.86,0.664,8.70,-0.663,-6.31,0.307,0.119,0.0000,0.0000,0.0001,0.0000,0.0000
