ecozone,ecoprovince,ecoregion,spp,eco_cells,spp_cells,min,mean,median,p80,p90,p95,max,std_dev
9,9.3,148,amgo,5749,3955,0.0165,0.0495,0.0498,0.0601,0.0706,0.084,0.2085,0.0199
9,9.3,148,ampi,5749,3955,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,0
9,9.3,148,amre,5749,3955,0.0457,0.209,0.1993,0.3294,0.3745,0.4164,0.5923,0.1178
9,9.3,148,amro,5749,3955,0.097,0.1015,0.0982,0.1011,0.1058,0.127,0.1594,0.0093
9,9.3,148,atsp,5749,3955,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,0
9,9.3,148,baww,5749,3955,0.0248,0.0614,0.0572,0.0732,0.0934,0.1022,0.1683,0.0189
9,9.3,148,bbwa,5749,3955,0.0138,0.3045,0.1845,0.5093,0.804,0.9492,1.7921,0.2997
9,9.3,148,bcch,5749,3955,0.0345,0.0479,0.0461,0.0528,0.0605,0.0661,0.0861,0.0084
9,9.3,148,bhco,5749,3955,0.0232,0.0395,0.04,0.0447,0.0476,0.052,0.1569,0.0122
9,9.3,148,bhvi,5749,3955,0.0157,0.0408,0.0377,0.0545,0.0593,0.0636,0.0793,0.0118
9,9.3,148,blbw,5749,3955,0.0096,0.0921,0.0877,0.1266,0.1455,0.1616,0.2631,0.0391
9,9.3,148,blja,5749,3955,0.003,0.008,0.0081,0.0087,0.0089,0.0093,0.0209,0.0015
9,9.3,148,blpw,5749,3955,0.0105,0.0129,0.0129,0.0137,0.014,0.0145,0.0259,0.001
9,9.3,148,boch,5749,3955,0.0362,0.0619,0.0574,0.0763,0.0794,0.0843,0.0929,0.0125
9,9.3,148,brbl,5749,3955,0.0034,0.0047,0.0039,0.0058,0.0069,0.0071,0.0157,0.0014
9,9.3,148,brcr,5749,3955,0.0247,0.042,0.043,0.0486,0.0505,0.0521,0.0566,0.007
9,9.3,148,btnw,5749,3955,0.0107,0.0255,0.0228,0.0337,0.0411,0.0445,0.0599,0.0094
9,9.3,148,cawa,5749,3955,0.01,0.0365,0.0332,0.0459,0.0565,0.0664,0.1197,0.0148
9,9.3,148,ccsp,5749,3955,0.0031,0.0198,0.0132,0.0289,0.0359,0.0521,0.2469,0.0234
9,9.3,148,cedw,5749,3955,0.0592,0.113,0.1185,0.1269,0.132,0.1366,0.1674,0.0183
9,9.3,148,chsp,5749,3955,0.2008,0.2793,0.2786,0.2994,0.3095,0.3167,0.3633,0.0225
9,9.3,148,cmwa,5749,3955,0.0384,0.2027,0.1664,0.3174,0.3639,0.4019,0.6255,0.1103
9,9.3,148,cogr,5749,3955,0.0213,0.0299,0.0303,0.0328,0.0345,0.0363,0.0448,0.004
9,9.3,148,conw,5749,3955,0.0038,0.0211,0.0199,0.0282,0.0315,0.0346,0.0455,0.008
9,9.3,148,cora,5749,3955,0.0147,0.0202,0.0194,0.0217,0.0246,0.0265,0.0443,0.0028
9,9.3,148,core,5749,3955,0.0047,0.0054,0.0054,0.0054,0.0055,0.0055,0.0093,2e-4
9,9.3,148,coye,5749,3955,0.0247,0.0472,0.0467,0.0529,0.0579,0.0709,0.30620000000000003,0.0178
9,9.3,148,cswa,5749,3955,0.0075,0.0592,0.0569,0.0784,0.0875,0.1059,0.194,0.0264
9,9.3,148,deju,5749,3955,0.0298,0.0686,0.0672,0.0828,0.0906,0.0953,0.1766,0.0157
9,9.3,148,eaki,5749,3955,0.0029,0.0038,0.0038,0.0041,0.0044,0.0049,0.0093,7e-4
9,9.3,148,eaph,5749,3955,0.0018,0.0031,0.0031,0.0035,0.0036,0.0042,0.0098,7e-4
9,9.3,148,evgr,5749,3955,0.0092,0.0196,0.0191,0.0225,0.0245,0.028,0.0415,0.0047
9,9.3,148,fosp,5749,3955,0.0028,0.0037,0.0033,0.0043,0.0052,0.0054,0.0112,0.001
9,9.3,148,gcki,5749,3955,0.0312,0.0815,0.0745,0.1013,0.119,0.132,0.1653,0.0238
9,9.3,148,gcth,5749,3955,0.0014,0.0014,0.0014,0.0014,0.0015,0.0015,0.0015,0
9,9.3,148,graj,5749,3955,0.0362,0.0912,0.0848,0.1174,0.1346,0.1438,0.2152,0.0292
9,9.3,148,heth,5749,3955,0.0257,0.0651,0.062,0.0795,0.094,0.1012,0.1277,0.0184
9,9.3,148,hola,5749,3955,0.0069,0.0072,0.0071,0.0071,0.0071,0.0071,0.0206,0.0012
9,9.3,148,lcsp,5749,3955,0.0024,0.006,0.0049,0.0077,0.009,0.0109,0.0399,0.0031
9,9.3,148,lefl,5749,3955,0.0993,0.1242,0.1259,0.1339,0.1391,0.1438,0.1788,0.0123
9,9.3,148,lisp,5749,3955,0.0115,0.0192,0.018,0.0228,0.0251,0.0273,0.0633,0.0048
9,9.3,148,mawa,5749,3955,0.0392,0.1822,0.177,0.2394,0.261,0.2761,0.3486,0.059
9,9.3,148,mowa,5749,3955,0.0152,0.0341,0.0289,0.0459,0.0544,0.0609,0.1305,0.014
9,9.3,148,nawa,5749,3955,0.0206,0.0685,0.0556,0.0915,0.1067,0.129,0.3558,0.0403
9,9.3,148,nowa,5749,3955,0.0089,0.0141,0.0143,0.0155,0.0161,0.0166,0.0229,0.0017
9,9.3,148,ocwa,5749,3955,0.014,0.0253,0.0237,0.0282,0.0346,0.0382,0.0526,0.0059
9,9.3,148,osfl,5749,3955,0.0023,0.0029,0.0029,0.003,0.0032,0.0034,0.0047,2e-4
9,9.3,148,oven,5749,3955,0.1233,0.2534,0.25,0.2951,0.3161,0.3389,0.4316,0.0487
9,9.3,148,pawa,5749,3955,0.0085,0.0388,0.0379,0.0548,0.0618,0.0652,0.0784,0.016
9,9.3,148,phvi,5749,3955,0.0099,0.0221,0.0219,0.0262,0.0281,0.0296,0.0398,0.0047
9,9.3,148,pigr,5749,3955,0.0033,0.0039,0.0039,0.004,0.004,0.0041,0.0084,3e-4
9,9.3,148,pisi,5749,3955,0.0319,0.0777,0.0688,0.0982,0.1143,0.1296,0.3754,0.0285
9,9.3,148,pufi,5749,3955,0.008,0.0098,0.0096,0.0103,0.0107,0.0112,0.015,8e-4
9,9.3,148,rbgr,5749,3955,0.0062,0.0243,0.0224,0.0314,0.0382,0.043,0.08,0.0102
9,9.3,148,rbnu,5749,3955,0.0377,0.0708,0.0709,0.0778,0.0811,0.0842,0.093,0.0087
9,9.3,148,rcki,5749,3955,0.0421,0.1372,0.1163,0.2002,0.2164,0.2256,0.2741,0.0534
9,9.3,148,revi,5749,3955,0.0877,0.2458,0.2505,0.2982,0.3233,0.3435,0.4097,0.0585
9,9.3,148,rubl,5749,3955,0.0031,0.0045,0.0044,0.0051,0.0053,0.0058,0.0092,9e-4
9,9.3,148,rwbl,5749,3955,0.0135,0.0258,0.0198,0.0307,0.0412,0.0577,0.1846,0.0176
9,9.3,148,savs,5749,3955,0.0234,0.0291,0.0267,0.029,0.0309,0.0357,0.1706,0.0117
9,9.3,148,sosp,5749,3955,0.0139,0.0425,0.0405,0.0482,0.0572,0.0851,0.2172,0.019
9,9.3,148,swsp,5749,3955,0.0156,0.0265,0.0238,0.0306,0.039,0.045,0.0763,0.0084
9,9.3,148,swth,5749,3955,0.0506,0.1407,0.1459,0.1681,0.1826,0.1891,0.2688,0.0329
9,9.3,148,tewa,5749,3955,0.0906,0.5062,0.4204,0.8173,0.9898,1.1377,1.5563,0.3242
9,9.3,148,tres,5749,3955,0.0265,0.0338,0.0308,0.034,0.0393,0.0492,0.0977,0.0085
9,9.3,148,vath,5749,3955,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0053,0
9,9.3,148,vesp,5749,3955,0.0032,0.0047,0.0047,0.0052,0.0053,0.0068,0.0267,0.0017
9,9.3,148,wavi,5749,3955,0.0151,0.0196,0.0186,0.0223,0.0231,0.0242,0.032,0.0028
9,9.3,148,wcsp,5749,3955,0.0035,0.0041,0.0039,0.0044,0.0047,0.0048,0.0052,3e-4
9,9.3,148,weta,5749,3955,0.0074,0.0141,0.0141,0.016,0.0173,0.0186,0.0261,0.0026
9,9.3,148,wewp,5749,3955,0.0036,0.0044,0.0043,0.0046,0.0047,0.005,0.0054,3e-4
9,9.3,148,wiwa,5749,3955,0.0096,0.013,0.0128,0.0135,0.0141,0.0144,0.0306,8e-4
9,9.3,148,wiwr,5749,3955,0.0058,0.0162,0.0157,0.0214,0.024,0.026,0.0338,0.0056
9,9.3,148,wtsp,5749,3955,0.1069,0.1843,0.1766,0.2112,0.2295,0.2544,0.3185,0.035
9,9.3,148,wwcr,5749,3955,0.0272,0.0576,0.0526,0.076,0.0885,0.0975,0.1578,0.0206
9,9.3,148,ybfl,5749,3955,0.0057,0.0139,0.0129,0.0175,0.021,0.0223,0.0349,0.0043
9,9.3,148,yrwa,5749,3955,0.0833,0.314,0.3086,0.4105,0.4493,0.4804,0.7049,0.1011
9,9.3,148,ywar,5749,3955,0.0509,0.0774,0.0726,0.0907,0.1041,0.1164,0.2315,0.0196
9,9.3,155,alfl,2492,1937,0.033,0.0504,0.0506,0.0528,0.0541,0.0551,0.0629,0.0031
9,9.3,155,amcr,2492,1937,0.008,0.0227,0.0189,0.035,0.0412,0.0448,0.0571,0.0118
9,9.3,155,amgo,2492,1937,0.0473,0.1607,0.1157,0.2457,0.3253,0.3745,0.6402,0.1047
9,9.3,155,ampi,2492,1937,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,0
9,9.3,155,amre,2492,1937,0.0559,0.2888,0.3032,0.3712,0.406,0.4343,0.5395,0.0951
9,9.3,155,amro,2492,1937,0.0978,0.1232,0.1241,0.1391,0.1509,0.154,0.1828,0.0184
9,9.3,155,atsp,2492,1937,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,0
9,9.3,155,baww,2492,1937,0.0168,0.0509,0.0524,0.0648,0.0694,0.0749,0.0848,0.0151
9,9.3,155,bbwa,2492,1937,0.0045,0.0395,0.0345,0.0599,0.0777,0.091,0.173,0.0269
9,9.3,155,bcch,2492,1937,0.042,0.0635,0.0623,0.069,0.0834,0.091,0.1098,0.0125
9,9.3,155,bhco,2492,1937,0.038,0.0836,0.0665,0.1194,0.1485,0.1663,0.2164,0.0416
9,9.3,155,bhvi,2492,1937,0.0073,0.0211,0.0211,0.0267,0.0313,0.0329,0.0394,0.0069
9,9.3,155,blbw,2492,1937,0.0138,0.0882,0.0871,0.1237,0.1369,0.15,0.2254,0.0403
9,9.3,155,blja,2492,1937,0.0048,0.0126,0.0086,0.0153,0.0224,0.0396,0.0568,0.0099
9,9.3,155,blpw,2492,1937,0.0104,0.0117,0.0117,0.0118,0.0121,0.0124,0.0138,4e-4
9,9.3,155,boch,2492,1937,0.0201,0.0405,0.0409,0.0498,0.052,0.055,0.0768,0.0102
9,9.3,155,brbl,2492,1937,0.0038,0.0107,0.0076,0.0115,0.018,0.0306,0.0981,0.0112
9,9.3,155,brcr,2492,1937,0.0152,0.0319,0.0318,0.0394,0.0423,0.0438,0.0507,0.0081
9,9.3,155,btnw,2492,1937,0.0055,0.0266,0.0246,0.0373,0.0431,0.0478,0.0643,0.0116
9,9.3,155,cawa,2492,1937,0.0067,0.0304,0.0299,0.0384,0.0486,0.0595,0.1102,0.015
9,9.3,155,ccsp,2492,1937,0.0065,0.1192,0.1002,0.1845,0.236,0.3315,0.474,0.0963
9,9.3,155,cedw,2492,1937,0.0926,0.1291,0.1286,0.1364,0.1465,0.154,0.1707,0.0129
9,9.3,155,chsp,2492,1937,0.1392,0.2248,0.2353,0.2567,0.2626,0.2656,0.3049,0.0351
9,9.3,155,cmwa,2492,1937,0.0142,0.0541,0.0541,0.0789,0.0877,0.0956,0.1561,0.0268
9,9.3,155,cogr,2492,1937,0.0271,0.0404,0.0376,0.0456,0.0529,0.0627,0.0746,0.0092
9,9.3,155,conw,2492,1937,0.0014,0.0172,0.018,0.0254,0.0277,0.0297,0.0383,0.0085
9,9.3,155,cora,2492,1937,0.0157,0.019,0.0191,0.0204,0.0209,0.0213,0.027,0.0016
9,9.3,155,core,2492,1937,0.0053,0.0053,0.0053,0.0054,0.0054,0.0054,0.0055,0
9,9.3,155,coye,2492,1937,0.0465,0.1132,0.0847,0.1529,0.2479,0.2718,0.34,0.0716
9,9.3,155,cswa,2492,1937,0.0099,0.0955,0.0975,0.1211,0.1392,0.1525,0.2181,0.0356
9,9.3,155,deju,2492,1937,0.0136,0.0375,0.0374,0.05,0.0567,0.0611,0.0683,0.0129
9,9.3,155,eaki,2492,1937,0.0038,0.0077,0.0065,0.0096,0.0108,0.0129,0.0437,0.0049
9,9.3,155,eaph,2492,1937,0.003,0.0058,0.005,0.0068,0.0109,0.0121,0.0353,0.0029
9,9.3,155,evgr,2492,1937,0.0077,0.0173,0.0181,0.0217,0.023,0.0238,0.0357,0.0048
9,9.3,155,fosp,2492,1937,0.0029,0.003,0.003,0.003,0.003,0.003,0.0034,0
9,9.3,155,gcki,2492,1937,0.0178,0.0538,0.0525,0.0716,0.078,0.0819,0.1055,0.0177
9,9.3,155,gcth,2492,1937,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0
9,9.3,155,graj,2492,1937,0.0124,0.0414,0.0401,0.0579,0.0645,0.0696,0.0991,0.018
9,9.3,155,heth,2492,1937,0.0187,0.0409,0.0386,0.0542,0.0594,0.0612,0.069,0.0117
9,9.3,155,hola,2492,1937,0.0069,0.0108,0.008,0.0157,0.0186,0.0198,0.0218,0.0046
9,9.3,155,lcsp,2492,1937,0.0039,0.0176,0.0139,0.0236,0.0308,0.038,0.1528,0.0158
9,9.3,155,lefl,2492,1937,0.1249,0.1719,0.1575,0.2001,0.2417,0.2678,0.346,0.0425
9,9.3,155,lisp,2492,1937,0.007,0.0138,0.0143,0.0163,0.0183,0.02,0.0226,0.0035
9,9.3,155,mawa,2492,1937,0.0232,0.0731,0.0627,0.112,0.1273,0.1377,0.1914,0.0357
9,9.3,155,mowa,2492,1937,0.0051,0.0439,0.0451,0.0547,0.0583,0.0626,0.0882,0.0133
9,9.3,155,nawa,2492,1937,0.0207,0.0909,0.0914,0.1212,0.1415,0.162,0.3101,0.0434
9,9.3,155,nowa,2492,1937,0.0067,0.0104,0.01,0.0123,0.0136,0.0144,0.0158,0.0022
9,9.3,155,ocwa,2492,1937,0.0127,0.0189,0.0189,0.0211,0.0233,0.0244,0.0489,0.0035
9,9.3,155,osfl,2492,1937,0.0019,0.0025,0.0025,0.0027,0.0028,0.0029,0.003,3e-4
9,9.3,155,oven,2492,1937,0.0212,0.2077,0.2112,0.2868,0.3109,0.3362,0.3975,0.0812
9,9.3,155,pawa,2492,1937,0.004,0.0151,0.0125,0.0237,0.0295,0.0327,0.0474,0.009
9,9.3,155,phvi,2492,1937,0.0058,0.0198,0.0188,0.0271,0.0315,0.0333,0.0361,0.0075
9,9.3,155,pigr,2492,1937,0.0037,0.0038,0.0038,0.0038,0.0038,0.0039,0.0045,0
9,9.3,155,pisi,2492,1937,0.0225,0.0434,0.0458,0.0527,0.0548,0.0573,0.1092,0.0118
9,9.3,155,pufi,2492,1937,0.0079,0.0102,0.01,0.0108,0.0119,0.0123,0.0147,0.001
9,9.3,155,rbgr,2492,1937,0.0088,0.045,0.0403,0.0603,0.071,0.0825,0.112,0.0186
9,9.3,155,rbnu,2492,1937,0.0268,0.0534,0.0557,0.0679,0.0702,0.0725,0.0852,0.0147
9,9.3,155,rcki,2492,1937,0.0071,0.0566,0.0581,0.082,0.0909,0.098,0.1606,0.028
9,9.3,155,revi,2492,1937,0.0716,0.3206,0.3051,0.3706,0.4236,0.4738,0.6344,0.0831
9,9.3,155,rubl,2492,1937,0.0029,0.0034,0.0033,0.0036,0.0037,0.0038,0.0046,2e-4
9,9.3,155,rwbl,2492,1937,0.0173,0.1489,0.1006,0.2327,0.3301,0.4306,1.1697,0.1527
9,9.3,155,savs,2492,1937,0.0259,0.0911,0.0602,0.1455,0.1897,0.2426,0.3304,0.0685
9,9.3,155,sosp,2492,1937,0.0377,0.1284,0.1122,0.1815,0.2362,0.2669,0.3597,0.0681
9,9.3,155,swsp,2492,1937,0.0142,0.0297,0.026,0.0359,0.0515,0.0572,0.0805,0.0125
9,9.3,155,swth,2492,1937,0.0126,0.0702,0.071,0.099,0.1125,0.149,0.1616,0.035
9,9.3,155,tewa,2492,1937,0.011,0.1118,0.1235,0.1513,0.1634,0.1764,0.4127,0.0537
9,9.3,155,tres,2492,1937,0.03,0.0441,0.0455,0.052,0.0585,0.0686,0.1175,0.0136
9,9.3,155,vath,2492,1937,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0043,0
9,9.3,155,vesp,2492,1937,0.0042,0.013,0.0088,0.015,0.0189,0.0294,0.193,0.0166
9,9.3,155,wavi,2492,1937,0.0177,0.0273,0.026,0.0318,0.0335,0.0351,0.0554,0.0051
9,9.3,155,wcsp,2492,1937,0.0036,0.0039,0.0039,0.0039,0.0039,0.0039,0.004,0
9,9.3,155,weta,2492,1937,0.0064,0.011,0.0112,0.0131,0.0142,0.0148,0.0175,0.0024
9,9.3,155,wewp,2492,1937,0.0036,0.0044,0.0043,0.0047,0.005,0.0055,0.0061,5e-4
9,9.3,155,wiwa,2492,1937,0.0109,0.0117,0.0117,0.0123,0.0124,0.0126,0.0128,5e-4
9,9.3,155,wiwr,2492,1937,0.0042,0.0089,0.009,0.0106,0.0117,0.0129,0.0171,0.0023
9,9.3,155,wtsp,2492,1937,0.0471,0.1449,0.1399,0.1752,0.1955,0.2076,0.2517,0.0347
9,9.3,155,wwcr,2492,1937,0.017,0.0311,0.0304,0.0357,0.0425,0.0461,0.0559,0.0077
9,9.3,155,ybfl,2492,1937,0.0037,0.0076,0.0075,0.0093,0.01,0.0104,0.0136,0.0017
9,9.3,155,yrwa,2492,1937,0.025,0.1273,0.1305,0.1841,0.2144,0.2301,0.3665,0.0624
9,9.3,155,ywar,2492,1937,0.058,0.1524,0.1386,0.2012,0.24,0.2733,0.43120000000000003,0.0636
11,11.1,165,alfl,1662,1538,0.0191,0.0442,0.0403,0.0508,0.0641,0.0826,0.132,0.0172
11,11.1,165,amcr,1662,1538,0.0027,0.0031,0.0031,0.0031,0.0031,0.0032,0.0033,1e-4
11,11.1,165,amgo,1662,1538,0.0146,0.015,0.0148,0.0152,0.0159,0.0162,0.0171,5e-4
11,11.1,165,ampi,1662,1538,7e-4,0.0042,0.0034,0.0045,0.0074,0.0097,0.0136,0.0021
11,11.1,165,amre,1662,1538,0.0154,0.0179,0.0178,0.0183,0.0186,0.0189,0.0236,7e-4
11,11.1,165,amro,1662,1538,0.1216,0.1407,0.1412,0.1496,0.1546,0.1591,0.1847,0.0114
11,11.1,165,atsp,1662,1538,0.0232,0.1663,0.164,0.1974,0.2341,0.2691,0.5404,0.0563
11,11.1,165,baww,1662,1538,0.0087,0.0114,0.0115,0.012,0.0122,0.0123,0.0125,7e-4
11,11.1,165,bbwa,1662,1538,0.0038,0.0075,0.0074,0.0082,0.0091,0.0098,0.0108,0.0011
11,11.1,165,bcch,1662,1538,0.0212,0.0216,0.0215,0.0217,0.0219,0.022,0.0225,2e-4
11,11.1,165,bhco,1662,1538,0.0227,0.0237,0.0229,0.0241,0.0252,0.0282,0.0349,0.002
11,11.1,165,bhvi,1662,1538,0.006,0.0069,0.0069,0.0072,0.0074,0.0075,0.0079,3e-4
11,11.1,165,blbw,1662,1538,0.0022,0.0032,0.0028,0.0039,0.0043,0.0049,0.0063,8e-4
11,11.1,165,blja,1662,1538,0.0022,0.0023,0.0023,0.0023,0.0023,0.0024,0.0027,1e-4
11,11.1,165,blpw,1662,1538,0.004,0.0815,0.0655,0.1271,0.1656,0.2026,0.2459,0.0552
11,11.1,165,boch,1662,1538,0.0175,0.0464,0.0465,0.0495,0.0522,0.0562,0.0673,0.0053
11,11.1,165,brbl,1662,1538,0.003,0.0035,0.0035,0.0035,0.0036,0.0037,0.006,2e-4
11,11.1,165,brcr,1662,1538,0.0104,0.014,0.0137,0.014,0.0164,0.0178,0.0188,0.0015
11,11.1,165,btnw,1662,1538,0.0018,0.0037,0.0037,0.0039,0.0043,0.0047,0.0053,4e-4
11,11.1,165,cawa,1662,1538,0.0022,0.0026,0.0026,0.0027,0.0028,0.0028,0.003,1e-4
11,11.1,165,ccsp,1662,1538,0.0018,0.0029,0.0022,0.0036,0.0043,0.0064,0.0117,0.0016
11,11.1,165,cedw,1662,1538,0.0421,0.0445,0.044,0.0454,0.0469,0.0478,0.055,0.0016
11,11.1,165,chsp,1662,1538,0.0564,0.1056,0.1046,0.1199,0.1233,0.129,0.2031,0.0164
11,11.1,165,cmwa,1662,1538,0.0068,0.0117,0.0114,0.0135,0.0143,0.0146,0.0177,0.0019
11,11.1,165,cogr,1662,1538,0.0207,0.0216,0.0214,0.0217,0.0229,0.0237,0.0289,0.001
11,11.1,165,conw,1662,1538,5e-4,7e-4,7e-4,7e-4,7e-4,8e-4,8e-4,1e-4
11,11.1,165,cora,1662,1538,0.01,0.0129,0.013,0.0136,0.0138,0.014,0.0158,8e-4
11,11.1,165,core,1662,1538,0.0282,0.5712,0.5656,0.7708,0.8141,0.8415,0.9269,0.1931
11,11.1,165,coye,1662,1538,0.0126,0.0152,0.0153,0.0158,0.0161,0.0164,0.0181,8e-4
11,11.1,165,cswa,1662,1538,0.0027,0.0034,0.0031,0.0036,0.0047,0.0054,0.0061,7e-4
11,11.1,165,deju,1662,1538,0.0447,0.0952,0.0797,0.1304,0.1561,0.178,0.209,0.0387
11,11.1,165,eaki,1662,1538,0.0031,0.0032,0.0031,0.0032,0.0032,0.0032,0.0033,0
11,11.1,165,eaph,1662,1538,0.0016,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0
11,11.1,165,evgr,1662,1538,0.0026,0.0046,0.0047,0.0057,0.0058,0.0059,0.0066,0.0011
11,11.1,165,fosp,1662,1538,0.0042,0.0852,0.0697,0.1368,0.169,0.1968,0.2951,0.0578
11,11.1,165,gcki,1662,1538,0.0178,0.029,0.0293,0.0313,0.0328,0.0337,0.0365,0.0034
11,11.1,165,gcth,1662,1538,0.0045,0.0885,0.0974,0.1311,0.1416,0.1502,0.2453,0.0462
11,11.1,165,graj,1662,1538,0.0263,0.0765,0.065,0.102,0.1323,0.1489,0.205,0.0352
11,11.1,165,heth,1662,1538,0.0119,0.0201,0.0194,0.0245,0.0265,0.0293,0.0407,0.0049
11,11.1,165,hola,1662,1538,0.0062,0.0106,0.0077,0.0109,0.021,0.0279,0.0584,0.0071
11,11.1,165,lcsp,1662,1538,9e-4,0.0024,0.0023,0.003,0.0033,0.0038,0.0054,8e-4
11,11.1,165,lefl,1662,1538,0.0165,0.0217,0.0212,0.0244,0.0255,0.0259,0.0279,0.0025
11,11.1,165,lisp,1662,1538,0.0104,0.0377,0.0335,0.0529,0.0575,0.0623,0.1093,0.0146
11,11.1,165,mawa,1662,1538,0.0172,0.028,0.0283,0.0318,0.0333,0.0349,0.0385,0.0043
11,11.1,165,mowa,1662,1538,0.002,0.0024,0.0023,0.0026,0.0031,0.0034,0.0039,4e-4
11,11.1,165,nawa,1662,1538,0.0045,0.006,0.0058,0.0064,0.0066,0.0077,0.0129,0.001
11,11.1,165,nowa,1662,1538,0.0014,0.0152,0.0135,0.0238,0.0262,0.0293,0.0445,0.0079
11,11.1,165,ocwa,1662,1538,0.0373,0.0914,0.0923,0.1104,0.1173,0.1215,0.1381,0.0203
11,11.1,165,osfl,1662,1538,0.0043,0.006,0.006,0.0063,0.0065,0.007,0.0093,5e-4
11,11.1,165,oven,1662,1538,0.0044,0.0061,0.0061,0.0065,0.007,0.0072,0.008,6e-4
11,11.1,165,pawa,1662,1538,0.0048,0.0096,0.0086,0.0118,0.0145,0.0172,0.0393,0.0041
11,11.1,165,phvi,1662,1538,0.002,0.0045,0.0047,0.0053,0.0053,0.0054,0.0065,8e-4
11,11.1,165,pigr,1662,1538,0.0061,0.0133,0.0133,0.0161,0.0176,0.0192,0.0239,0.0034
11,11.1,165,pisi,1662,1538,0.0168,0.0297,0.0291,0.0345,0.0378,0.0423,0.0532,0.0062
11,11.1,165,pufi,1662,1538,0.0057,0.0075,0.0079,0.008,0.0081,0.0083,0.0102,7e-4
11,11.1,165,rbgr,1662,1538,0.0016,0.0021,0.0021,0.0023,0.0025,0.0026,0.0028,2e-4
11,11.1,165,rbnu,1662,1538,0.0078,0.0096,0.0096,0.0101,0.0104,0.0107,0.0121,6e-4
11,11.1,165,rcki,1662,1538,0.0137,0.0401,0.0312,0.0614,0.0723,0.0845,0.1255,0.0211
11,11.1,165,revi,1662,1538,0.0103,0.0115,0.0111,0.0124,0.0132,0.0135,0.0141,9e-4
11,11.1,165,rubl,1662,1538,0.0039,0.0179,0.0166,0.0226,0.0253,0.0267,0.0305,0.0047
11,11.1,165,rwbl,1662,1538,0.013,0.0132,0.0132,0.0133,0.0134,0.0134,0.015,2e-4
11,11.1,165,savs,1662,1538,0.0512,0.1407,0.1445,0.1761,0.1877,0.2004,0.4787,0.0432
11,11.1,165,sosp,1662,1538,0.0115,0.0133,0.0132,0.0133,0.0134,0.0138,0.014,2e-4
11,11.1,165,swsp,1662,1538,0.0057,0.0116,0.0114,0.0135,0.0146,0.0155,0.0242,0.0023
11,11.1,165,swth,1662,1538,0.0303,0.1106,0.1108,0.1353,0.1535,0.1649,0.1938,0.0318
11,11.1,165,tewa,1662,1538,0.0071,0.0198,0.0135,0.0343,0.0378,0.0393,0.0649,0.011
11,11.1,165,tres,1662,1538,0.0254,0.0283,0.0282,0.0288,0.0292,0.0295,0.0369,7e-4
11,11.1,165,vath,1662,1538,0.0073,0.0184,0.0182,0.0205,0.0215,0.0222,0.0248,0.0024
11,11.1,165,vesp,1662,1538,0.0029,0.0032,0.0032,0.0032,0.0032,0.0036,0.0046,2e-4
11,11.1,165,wavi,1662,1538,0.0085,0.0116,0.0114,0.0124,0.0136,0.0145,0.0296,0.0016
11,11.1,165,wcsp,1662,1538,0.1553,0.3763,0.386,0.446,0.4718,0.4881,0.5571,0.0792
11,11.1,165,weta,1662,1538,0.0019,0.0093,0.01,0.0105,0.0108,0.011,0.0127,0.0018
11,11.1,165,wewp,1662,1538,9e-4,0.0077,0.0085,0.0097,0.01,0.0103,0.0122,0.0021
11,11.1,165,wiwa,1662,1538,0.0122,0.0698,0.0564,0.0891,0.1304,0.1691,0.2399,0.0414
11,11.1,165,wiwr,1662,1538,0.0029,0.0051,0.0051,0.0053,0.0054,0.0056,0.0065,4e-4
11,11.1,165,wtsp,1662,1538,0.0146,0.0255,0.0214,0.0323,0.0394,0.0504,0.0651,0.01
11,11.1,165,wwcr,1662,1538,0.0367,0.0888,0.0893,0.1019,0.107,0.1097,0.1281,0.0148
11,11.1,165,ybfl,1662,1538,0.0015,0.0131,0.013,0.0162,0.0175,0.0191,0.026,0.0037
11,11.1,165,yrwa,1662,1538,0.0398,0.1416,0.1296,0.1956,0.2184,0.2281,0.3005,0.0548
11,11.1,165,ywar,1662,1538,0.0068,0.0374,0.0372,0.0485,0.0536,0.0571,0.0744,0.0124
11,11.2,166,alfl,924,924,0.038,0.0897,0.0863,0.1109,0.1216,0.1296,0.1483,0.0231
11,11.2,166,amcr,924,924,0.003,0.0031,0.0031,0.0031,0.0031,0.0032,0.0037,1e-4
11,11.2,166,amgo,924,924,0.0143,0.0147,0.0147,0.0148,0.0148,0.0148,0.0151,1e-4
11,11.2,166,ampi,924,924,6e-4,0.0026,0.0026,0.003,0.0033,0.0034,0.0036,5e-4
11,11.2,166,amre,924,924,0.0144,0.0207,0.021,0.0223,0.0229,0.0234,0.0272,0.0019
11,11.2,166,amro,924,924,0.1306,0.1431,0.142,0.1478,0.15,0.1516,0.1578,0.0049
