bcr,rep,species,dissim,ks_cmi,ks_gpp,ks_led,bc_lcc
BCR4,1,deciduousbirds,0.144,0.163,0.16,0.039,0.128
BCR4,1,deciduousbirds,0.037,0.028,0.026,0.036,0.045
BCR4,1,deciduousbirds,0.145,0.082,0.109,0.028,0.085
BCR4,1,deciduousbirds,0.137,0.178,0.136,0.072,0.107
BCR4,1,deciduousbirds,0.191,0.162,0.058,0.059,0.063
BCR4,1,deciduousbirds,0.261,0.182,0.091,0.09,0.091
BCR4,1,deciduousbirds,0.056,0.098,0.051,0.143,0.138
BCR4,1,deciduousbirds,0.046,0.169,0.079,0.045,0.096
BCR4,1,deciduousbirds,0.094,0.031,0.03,0.07,0.036
BCR4,1,deciduousbirds,0.078,0.11,0.031,0.051,0.07
BCR4,1,deciduousbirds,0.136,0.119,0.127,0.041,0.1
BCR4,1,deciduousbirds,0.059,0.047,0.036,0.111,0.067
BCR4,1,deciduousbirds,0.106,0.157,0.075,0.109,0.064
BCR4,1,deciduousbirds,0.132,0.059,0.059,0.08,0.087
BCR4,1,deciduousbirds,0.108,0.136,0.035,0.03,0.067
BCR4,1,deciduousbirds,0.163,0.189,0.123,0.083,0.104
BCR4,1,deciduousbirds,0.159,0.198,0.078,0.063,0.072
BCR4,1,deciduousbirds,0.115,0.064,0.156,0.099,0.08
BCR4,1,deciduousbirds,0.146,0.141,0.074,0.11,0.087
BCR4,1,deciduousbirds,0.096,0.14,0.067,0.055,0.07
BCR4,1,deciduousbirds,0.16,0.116,0.116,0.131,0.177
BCR4,1,deciduousbirds,0.16,0.119,0.086,0.045,0.108
BCR4,1,deciduousbirds,0.221,0.073,0.105,0.034,0.12
BCR4,1,deciduousbirds,0.15,0.12,0.087,0.087,0.045
BCR4,1,deciduousbirds,0.105,0.157,0.071,0.056,0.078
BCR4,1,deciduousbirds,0.098,0.075,0.058,0.041,0.034
BCR4,1,deciduousbirds,0.117,0.068,0.066,0.074,0.041
BCR4,1,deciduousbirds,0.121,0.169,0.064,0.024,0.041
BCR4,1,deciduousbirds,0.223,0.099,0.057,0.195,0.097
BCR4,1,deciduousbirds,0.129,0.094,0.109,0.043,0.07
BCR4,1,deciduousbirds,0.091,0.059,0.102,0.025,0.112
BCR4,1,deciduousbirds,0.114,0.134,0.104,0.073,0.075
BCR4,1,deciduousbirds,0.153,0.184,0.059,0.016,0.066
BCR4,1,deciduousbirds,0.109,0.166,0.027,0.112,0.168
BCR4,1,deciduousbirds,0.219,0.083,0.095,0.17,0.113
BCR4,1,deciduousbirds,0.052,0.149,0.104,0.067,0.085
BCR4,1,deciduousbirds,0.051,0.078,0.115,0.07,0.078
BCR4,1,deciduousbirds,0.119,0.175,0.105,0.059,0.09
BCR4,1,deciduousbirds,0.103,0.151,0.081,0.037,0.087
BCR4,1,deciduousbirds,0.132,0.178,0.09,0.048,0.171
BCR4,1,deciduousbirds,0.078,0.11,0.031,0.051,0.07
BCR4,1,deciduousbirds,0.114,0.15,0.044,0.084,0.117
BCR4,1,deciduousbirds,0.143,0.091,0.113,0.031,0.061
BCR4,1,deciduousbirds,0.164,0.149,0.127,0.049,0.109
BCR4,1,deciduousbirds,0.145,0.067,0.041,0.123,0.105
BCR4,1,deciduousbirds,0.139,0.148,0.078,0.082,0.124
BCR4,1,deciduousbirds,0.099,0.172,0.122,0.043,0.134
BCR4,1,deciduousbirds,0.093,0.045,0.089,0.14,0.074
BCR4,1,deciduousbirds,0.102,0.14,0.034,0.066,0.066
BCR4,1,deciduousbirds,0.095,0.069,0.078,0.109,0.101
BCR4,1,deciduousbirds,0.068,0.158,0.037,0.032,0.045
BCR4,1,deciduousbirds,0.075,0.192,0.032,0.094,0.067
BCR4,1,deciduousbirds,0.131,0.11,0.049,0.058,0.048
BCR4,1,deciduousbirds,0.123,0.075,0.088,0.031,0.069
BCR4,1,deciduousbirds,0.126,0.145,0.059,0.117,0.11
BCR4,1,deciduousbirds,0.129,0.161,0.085,0.03,0.086
BCR4,1,deciduousbirds,0.137,0.1,0.033,0.105,0.049
BCR4,1,deciduousbirds,0.077,0.144,0.093,0.023,0.111
BCR4,1,deciduousbirds,0.108,0.175,0.079,0.038,0.061
BCR4,1,deciduousbirds,0.152,0.034,0.059,0.055,0.043
BCR4,1,deciduousbirds,0.088,0.107,0.059,0.061,0.078
BCR4,1,deciduousbirds,0.054,0.068,0.044,0.09,0.053
BCR4,1,deciduousbirds,0.076,0.094,0.046,0.083,0.045
BCR4,1,deciduousbirds,0.146,0.176,0.04,0.107,0.061
BCR4,1,deciduousbirds,0.173,0.159,0.065,0.023,0.078
BCR4,1,deciduousbirds,0.136,0.141,0.032,0.032,0.06
BCR4,1,deciduousbirds,0.161,0.17,0.042,0.106,0.05
BCR4,1,deciduousbirds,0.091,0.038,0.041,0.126,0.107
BCR4,1,deciduousbirds,0.078,0.104,0.063,0.036,0.073
BCR4,1,deciduousbirds,0.154,0.158,0.099,0.092,0.097
BCR4,1,deciduousbirds,0.156,0.138,0.038,0.135,0.125
BCR4,1,deciduousbirds,0.139,0.103,0.035,0.025,0.051
BCR4,1,deciduousbirds,0.124,0.143,0.09,0.049,0.06
BCR4,1,deciduousbirds,0.06,0.086,0.15,0.112,0.078
BCR4,1,deciduousbirds,0.076,0.125,0.138,0.091,0.073
BCR4,1,deciduousbirds,0.144,0.151,0.052,0.063,0.106
BCR4,1,deciduousbirds,0.062,0.119,0.089,0.027,0.085
BCR4,1,deciduousbirds,0.127,0.056,0.049,0.123,0.057
BCR4,1,deciduousbirds,0.122,0.142,0.15,0.064,0.103
BCR4,1,deciduousbirds,0.153,0.154,0.086,0.104,0.099
BCR4,1,deciduousbirds,0.068,0.069,0.041,0.032,0.061
BCR4,1,deciduousbirds,0.103,0.1,0.097,0.044,0.093
BCR4,1,deciduousbirds,0.094,0.073,0.042,0.036,0.103
BCR4,1,deciduousbirds,0.211,0.132,0.14,0.071,0.118
BCR4,1,deciduousbirds,0.132,0.144,0.145,0.063,0.059
BCR4,1,deciduousbirds,0.064,0.075,0.093,0.077,0.082
BCR4,1,deciduousbirds,0.176,0.106,0.086,0.116,0.12
BCR4,1,deciduousbirds,0.089,0.106,0.056,0.067,0.079
BCR4,1,deciduousbirds,0.091,0.103,0.065,0.034,0.06
BCR4,1,deciduousbirds,0.107,0.118,0.11,0.156,0.124
BCR4,1,deciduousbirds,0.075,0.191,0.034,0.102,0.066
BCR4,1,deciduousbirds,0.184,0.187,0.111,0.104,0.186
BCR4,1,deciduousbirds,0.089,0.121,0.034,0.023,0.103
BCR4,1,deciduousbirds,0.14,0.075,0.028,0.092,0.093
BCR4,1,deciduousbirds,0.046,0.057,0.064,0.162,0.12
BCR4,1,deciduousbirds,0.177,0.193,0.07,0.079,0.143
BCR4,1,deciduousbirds,0.078,0.119,0.042,0.065,0.055
BCR4,1,deciduousbirds,0.102,0.122,0.034,0.038,0.097
BCR4,1,deciduousbirds,0.125,0.185,0.124,0.074,0.112
BCR4,1,deciduousbirds,0.036,0.04,0.074,0.171,0.066
BCR4,1,deciduousbirds,0.128,0.125,0.115,0.135,0.111
BCR4,1,deciduousbirds,0.074,0.038,0.034,0.039,0.04
BCR4,1,deciduousbirds,0.091,0.11,0.084,0.052,0.046
BCR4,1,deciduousbirds,0.177,0.163,0.109,0.11,0.16
BCR4,1,deciduousbirds,0.113,0.121,0.027,0.061,0.146
BCR4,1,deciduousbirds,0.189,0.168,0.159,0.023,0.057
BCR4,1,deciduousbirds,0.126,0.111,0.04,0.067,0.119
BCR4,1,deciduousbirds,0.092,0.126,0.034,0.069,0.048
BCR4,1,deciduousbirds,0.106,0.08,0.097,0.058,0.13
BCR4,1,deciduousbirds,0.063,0.099,0.046,0.045,0.041
BCR4,1,deciduousbirds,0.12,0.084,0.063,0.054,0.064
BCR4,1,deciduousbirds,0.153,0.104,0.041,0.103,0.085
BCR4,1,deciduousbirds,0.237,0.139,0.152,0.099,0.144
BCR4,1,deciduousbirds,0.179,0.097,0.063,0.103,0.102
BCR4,1,deciduousbirds,0.1,0.129,0.053,0.055,0.084
BCR4,1,deciduousbirds,0.164,0.177,0.071,0.062,0.091
BCR4,1,deciduousbirds,0.117,0.117,0.198,0.081,0.173
BCR4,1,deciduousbirds,0.055,0.084,0.055,0.069,0.07
BCR4,1,deciduousbirds,0.062,0.034,0.078,0.152,0.099
BCR4,1,deciduousbirds,0.122,0.088,0.034,0.049,0.105
BCR4,1,deciduousbirds,0.042,0.039,0.072,0.166,0.072
BCR4,1,deciduousbirds,0.123,0.131,0.043,0.074,0.07
BCR4,1,deciduousbirds,0.054,0.08,0.027,0.095,0.086
BCR4,1,deciduousbirds,0.168,0.146,0.139,0.078,0.08
BCR4,1,deciduousbirds,0.21,0.176,0.029,0.134,0.119
BCR4,1,deciduousbirds,0.122,0.148,0.061,0.044,0.092
BCR4,1,deciduousbirds,0.23,0.166,0.165,0.098,0.138
BCR4,1,deciduousbirds,0.105,0.136,0.168,0.133,0.106
BCR4,1,deciduousbirds,0.105,0.075,0.029,0.059,0.061
BCR4,1,deciduousbirds,0.196,0.116,0.097,0.115,0.084
BCR4,1,deciduousbirds,0.082,0.077,0.102,0.038,0.062
BCR4,1,deciduousbirds,0.145,0.084,0.089,0.059,0.093
BCR4,1,deciduousbirds,0.16,0.107,0.049,0.113,0.147
BCR4,1,deciduousbirds,0.103,0.106,0.134,0.042,0.097
BCR4,1,deciduousbirds,0.153,0.122,0.024,0.06,0.089
BCR4,1,deciduousbirds,0.036,0.055,0.093,0.081,0.032
BCR4,1,deciduousbirds,0.132,0.18,0.058,0.042,0.117
BCR4,1,deciduousbirds,0.201,0.159,0.051,0.071,0.105
BCR4,1,deciduousbirds,0.098,0.165,0.078,0.05,0.076
BCR4,1,deciduousbirds,0.121,0.148,0.063,0.051,0.091
BCR4,1,deciduousbirds,0.143,0.044,0.105,0.094,0.093
BCR4,1,deciduousbirds,0.038,0.031,0.028,0.041,0.054
BCR4,1,deciduousbirds,0.164,0.19,0.091,0.087,0.094
BCR4,1,deciduousbirds,0.081,0.11,0.144,0.109,0.077
BCR4,1,deciduousbirds,0.083,0.077,0.045,0.027,0.084
BCR4,1,deciduousbirds,0.199,0.138,0.031,0.124,0.056
BCR4,1,deciduousbirds,0.059,0.122,0.039,0.083,0.084
BCR4,1,deciduousbirds,0.118,0.168,0.065,0.068,0.059
BCR4,1,deciduousbirds,0.149,0.152,0.084,0.102,0.077
BCR4,1,deciduousbirds,0.16,0.11,0.029,0.102,0.121
BCR4,1,deciduousbirds,0.061,0.154,0.071,0.035,0.048
BCR4,1,deciduousbirds,0.14,0.197,0.116,0.089,0.102
BCR4,1,deciduousbirds,0.083,0.146,0.084,0.085,0.144
BCR4,1,deciduousbirds,0.1,0.054,0.021,0.181,0.085
BCR4,1,deciduousbirds,0.207,0.146,0.095,0.152,0.126
BCR4,1,deciduousbirds,0.171,0.048,0.103,0.17,0.134
BCR4,1,deciduousbirds,0.108,0.107,0.137,0.062,0.06
BCR4,1,deciduousbirds,0.16,0.167,0.134,0.058,0.061
BCR4,1,deciduousbirds,0.217,0.134,0.17,0.094,0.133
BCR4,1,deciduousbirds,0.108,0.177,0.049,0.044,0.119
BCR4,1,deciduousbirds,0.129,0.135,0.165,0.058,0.152
BCR4,1,deciduousbirds,0.083,0.191,0.179,0.081,0.092
BCR4,1,deciduousbirds,0.089,0.075,0.105,0.033,0.056
BCR4,1,deciduousbirds,0.112,0.069,0.072,0.024,0.091
BCR4,1,deciduousbirds,0.114,0.148,0.048,0.077,0.119
BCR4,1,deciduousbirds,0.098,0.042,0.083,0.076,0.084
BCR4,1,deciduousbirds,0.107,0.166,0.033,0.119,0.165
BCR4,1,deciduousbirds,0.04,0.133,0.034,0.084,0.077
BCR4,1,deciduousbirds,0.275,0.163,0.169,0.071,0.113
BCR4,1,deciduousbirds,0.047,0.092,0.094,0.094,0.026
BCR4,1,deciduousbirds,0.236,0.132,0.039,0.171,0.061
BCR4,1,deciduousbirds,0.051,0.035,0.11,0.142,0.075
BCR4,1,deciduousbirds,0.117,0.089,0.12,0.025,0.072
BCR4,1,deciduousbirds,0.119,0.178,0.049,0.045,0.059
BCR4,1,deciduousbirds,0.183,0.192,0.168,0.068,0.149
BCR4,1,deciduousbirds,0.163,0.134,0.1,0.078,0.065
BCR4,1,deciduousbirds,0.106,0.193,0.078,0.102,0.051
BCR4,1,deciduousbirds,0.109,0.076,0.091,0.029,0.06
BCR4,1,deciduousbirds,0.219,0.082,0.11,0.034,0.097
BCR4,1,deciduousbirds,0.213,0.091,0.074,0.053,0.086
BCR4,1,deciduousbirds,0.1,0.152,0.193,0.04,0.112
BCR4,1,deciduousbirds,0.147,0.18,0.04,0.042,0.131
BCR4,1,deciduousbirds,0.2,0.078,0.097,0.172,0.092
BCR4,1,deciduousbirds,0.077,0.029,0.066,0.044,0.04
BCR4,1,deciduousbirds,0.118,0.086,0.039,0.09,0.103
BCR4,1,deciduousbirds,0.162,0.059,0.113,0.058,0.096
BCR4,1,deciduousbirds,0.15,0.111,0.08,0.108,0.107
BCR4,1,deciduousbirds,0.145,0.147,0.127,0.105,0.091
BCR4,1,deciduousbirds,0.105,0.077,0.105,0.15,0.081
BCR4,1,deciduousbirds,0.163,0.167,0.096,0.155,0.083
BCR4,1,deciduousbirds,0.172,0.198,0.125,0.135,0.132
BCR4,1,deciduousbirds,0.064,0.08,0.092,0.048,0.067
BCR4,1,deciduousbirds,0.054,0.053,0.063,0.019,0.044
BCR4,1,deciduousbirds,0.21,0.115,0.036,0.129,0.113
BCR4,1,deciduousbirds,0.085,0.124,0.101,0.091,0.082
BCR4,1,deciduousbirds,0.078,0.185,0.037,0.023,0.108
BCR4,1,deciduousbirds,0.118,0.128,0.063,0.099,0.069
BCR4,1,deciduousbirds,0.155,0.196,0.065,0.043,0.06
BCR4,1,deciduousbirds,0.2,0.094,0.092,0.157,0.094
BCR4,1,deciduousbirds,0.1,0.168,0.102,0.022,0.117
BCR4,1,deciduousbirds,0.113,0.06,0.055,0.062,0.052
BCR4,1,deciduousbirds,0.065,0.179,0.07,0.069,0.086
BCR4,1,deciduousbirds,0.129,0.159,0.061,0.081,0.056
BCR4,1,deciduousbirds,0.106,0.104,0.076,0.102,0.074
BCR4,1,deciduousbirds,0.128,0.12,0.125,0.015,0.052
BCR4,1,deciduousbirds,0.137,0.101,0.045,0.087,0.043
BCR4,1,deciduousbirds,0.06,0.163,0.039,0.041,0.092
BCR4,1,deciduousbirds,0.128,0.157,0.097,0.135,0.12
BCR4,1,deciduousbirds,0.086,0.032,0.03,0.169,0.087
BCR4,1,deciduousbirds,0.093,0.094,0.132,0.015,0.099
BCR4,1,deciduousbirds,0.058,0.038,0.07,0.063,0.043
BCR4,1,deciduousbirds,0.148,0.051,0.049,0.07,0.065
BCR4,1,deciduousbirds,0.075,0.174,0.093,0.029,0.069
BCR4,1,deciduousbirds,0.05,0.067,0.09,0.036,0.041
BCR4,1,deciduousbirds,0.175,0.142,0.135,0.139,0.065
BCR4,1,deciduousbirds,0.136,0.028,0.017,0.036,0.039
BCR4,1,deciduousbirds,0.161,0.104,0.048,0.037,0.079
BCR4,1,deciduousbirds,0.159,0.189,0.072,0.067,0.059
BCR4,1,deciduousbirds,0.087,0.07,0.051,0.062,0.038
BCR4,1,deciduousbirds,0.133,0.112,0.085,0.075,0.077
BCR4,1,deciduousbirds,0.084,0.122,0.072,0.095,0.06
BCR4,1,deciduousbirds,0.154,0.199,0.196,0.111,0.161
BCR4,1,deciduousbirds,0.103,0.138,0.078,0.039,0.088
BCR4,1,deciduousbirds,0.105,0.101,0.05,0.047,0.119
BCR4,1,deciduousbirds,0.201,0.146,0.196,0.077,0.159
BCR4,1,deciduousbirds,0.05,0.047,0.053,0.108,0.108
BCR4,1,deciduousbirds,0.127,0.1,0.042,0.013,0.055
BCR4,1,deciduousbirds,0.084,0.148,0.053,0.054,0.136
BCR4,1,deciduousbirds,0.086,0.084,0.081,0.02,0.082
BCR4,1,deciduousbirds,0.063,0.112,0.107,0.03,0.076
BCR4,1,deciduousbirds,0.127,0.159,0.045,0.144,0.192
BCR4,1,deciduousbirds,0.037,0.07,0.022,0.029,0.047
BCR4,1,deciduousbirds,0.137,0.156,0.041,0.033,0.057
BCR4,1,deciduousbirds,0.064,0.056,0.032,0.196,0.075
BCR4,1,deciduousbirds,0.099,0.169,0.121,0.051,0.135
BCR4,1,deciduousbirds,0.196,0.107,0.135,0.059,0.108
BCR4,1,deciduousbirds,0.198,0.148,0.185,0.108,0.116
BCR4,1,deciduousbirds,0.071,0.119,0.054,0.13,0.131
BCR4,1,deciduousbirds,0.226,0.1,0.096,0.111,0.12
BCR4,1,deciduousbirds,0.048,0.071,0.028,0.042,0.056
BCR4,1,deciduousbirds,0.095,0.032,0.072,0.028,0.036
BCR4,1,deciduousbirds,0.074,0.155,0.165,0.058,0.105
BCR4,1,deciduousbirds,0.119,0.129,0.039,0.029,0.107
BCR4,1,deciduousbirds,0.103,0.074,0.079,0.069,0.075
BCR4,1,deciduousbirds,0.096,0.16,0.054,0.059,0.12
BCR4,1,deciduousbirds,0.071,0.144,0.03,0.055,0.041
BCR4,1,deciduousbirds,0.179,0.057,0.052,0.184,0.125
BCR4,1,deciduousbirds,0.08,0.072,0.034,0.044,0.086
BCR4,1,deciduousbirds,0.141,0.159,0.035,0.097,0.08
BCR4,1,deciduousbirds,0.109,0.155,0.125,0.123,0.195
BCR4,1,deciduousbirds,0.064,0.085,0.094,0.037,0.034
BCR4,1,deciduousbirds,0.075,0.109,0.099,0.169,0.126
BCR4,1,deciduousbirds,0.114,0.034,0.05,0.023,0.049
BCR4,1,deciduousbirds,0.081,0.135,0.1,0.06,0.127
BCR4,1,deciduousbirds,0.096,0.045,0.08,0.075,0.085
BCR4,1,deciduousbirds,0.126,0.164,0.051,0.135,0.196
BCR4,1,deciduousbirds,0.127,0.159,0.115,0.065,0.107
BCR4,1,deciduousbirds,0.095,0.073,0.148,0.069,0.11
BCR4,1,deciduousbirds,0.113,0.154,0.082,0.162,0.108
BCR4,1,deciduousbirds,0.153,0.165,0.115,0.178,0.131
BCR4,1,deciduousbirds,0.074,0.118,0.067,0.111,0.076
BCR4,1,deciduousbirds,0.081,0.17,0.074,0.081,0.133
BCR4,1,deciduousbirds,0.056,0.173,0.063,0.104,0.138
BCR4,1,deciduousbirds,0.129,0.185,0.058,0.175,0.106
BCR4,1,deciduousbirds,0.072,0.116,0.035,0.045,0.055
BCR4,1,deciduousbirds,0.08,0.116,0.052,0.081,0.066
BCR4,1,deciduousbirds,0.122,0.175,0.047,0.022,0.126
BCR4,1,deciduousbirds,0.144,0.086,0.052,0.037,0.085
BCR4,1,deciduousbirds,0.096,0.14,0.063,0.089,0.085
BCR4,1,deciduousbirds,0.206,0.113,0.178,0.103,0.168
BCR4,1,deciduousbirds,0.257,0.194,0.16,0.036,0.092
BCR4,1,deciduousbirds,0.085,0.147,0.06,0.081,0.06
BCR4,1,deciduousbirds,0.038,0.137,0.094,0.042,0.069
BCR4,1,deciduousbirds,0.101,0.126,0.07,0.038,0.079
BCR4,1,deciduousbirds,0.08,0.031,0.034,0.09,0.036
BCR4,1,deciduousbirds,0.104,0.096,0.089,0.076,0.061
BCR4,1,deciduousbirds,0.086,0.123,0.176,0.076,0.139
BCR4,1,deciduousbirds,0.148,0.153,0.078,0.089,0.079
BCR4,1,deciduousbirds,0.118,0.142,0.106,0.032,0.055
BCR4,1,deciduousbirds,0.247,0.192,0.158,0.092,0.135
BCR4,1,deciduousbirds,0.083,0.167,0.119,0.104,0.098
BCR4,1,deciduousbirds,0.12,0.15,0.033,0.032,0.109
BCR4,1,deciduousbirds,0.087,0.194,0.049,0.17,0.113
BCR4,1,deciduousbirds,0.099,0.124,0.025,0.048,0.15
BCR4,1,deciduousbirds,0.04,0.187,0.036,0.033,0.051
BCR4,1,deciduousbirds,0.124,0.094,0.104,0.091,0.077
BCR4,1,deciduousbirds,0.101,0.12,0.032,0.04,0.098
BCR4,1,deciduousbirds,0.078,0.048,0.046,0.154,0.105
BCR4,1,deciduousbirds,0.15,0.108,0.05,0.076,0.114
BCR4,1,deciduousbirds,0.128,0.108,0.083,0.055,0.087
BCR4,1,deciduousbirds,0.085,0.115,0.058,0.151,0.091
BCR4,1,deciduousbirds,0.111,0.053,0.069,0.078,0.119
BCR4,1,deciduousbirds,0.149,0.042,0.044,0.058,0.089
BCR4,1,deciduousbirds,0.05,0.075,0.03,0.084,0.035
BCR4,1,deciduousbirds,0.093,0.079,0.05,0.087,0.078
BCR4,1,deciduousbirds,0.054,0.064,0.091,0.117,0.09
BCR4,1,deciduousbirds,0.252,0.12,0.175,0.109,0.167
BCR4,1,deciduousbirds,0.109,0.088,0.053,0.138,0.158
BCR4,1,deciduousbirds,0.074,0.1,0.16,0.051,0.095
BCR4,1,deciduousbirds,0.056,0.122,0.132,0.029,0.072
BCR4,1,deciduousbirds,0.176,0.119,0.048,0.122,0.112
BCR4,1,deciduousbirds,0.107,0.089,0.109,0.033,0.099
BCR4,1,deciduousbirds,0.079,0.118,0.113,0.062,0.124
BCR4,1,deciduousbirds,0.189,0.14,0.027,0.117,0.104
BCR4,1,deciduousbirds,0.211,0.133,0.141,0.079,0.119
BCR4,1,deciduousbirds,0.073,0.189,0.029,0.187,0.149
BCR4,1,deciduousbirds,0.101,0.13,0.073,0.036,0.08
BCR4,1,deciduousbirds,0.24,0.172,0.193,0.099,0.168
BCR4,1,deciduousbirds,0.053,0.162,0.092,0.038,0.093
BCR4,1,deciduousbirds,0.125,0.159,0.065,0.023,0.103
BCR4,1,deciduousbirds,0.045,0.177,0.05,0.083,0.081
BCR4,1,deciduousbirds,0.079,0.155,0.061,0.045,0.127
BCR4,1,deciduousbirds,0.152,0.18,0.093,0.08,0.083
BCR4,1,deciduousbirds,0.079,0.059,0.14,0.123,0.092
BCR4,1,deciduousbirds,0.11,0.131,0.083,0.083,0.051
BCR4,1,deciduousbirds,0.06,0.157,0.065,0.06,0.046
BCR4,1,deciduousbirds,0.123,0.141,0.099,0.048,0.046
BCR4,1,deciduousbirds,0.132,0.16,0.053,0.067,0.107
BCR4,1,deciduousbirds,0.123,0.041,0.057,0.032,0.043
BCR4,1,deciduousbirds,0.178,0.078,0.08,0.157,0.103
BCR4,1,deciduousbirds,0.082,0.062,0.046,0.152,0.078
BCR4,1,deciduousbirds,0.122,0.106,0.153,0.145,0.071
BCR4,1,deciduousbirds,0.065,0.192,0.169,0.086,0.107
BCR4,1,deciduousbirds,0.165,0.165,0.086,0.172,0.075
BCR4,1,deciduousbirds,0.061,0.16,0.019,0.057,0.084
BCR4,1,deciduousbirds,0.113,0.126,0.039,0.049,0.097
BCR4,1,deciduousbirds,0.18,0.137,0.04,0.097,0.066
BCR4,1,deciduousbirds,0.075,0.173,0.075,0.035,0.066
BCR4,1,deciduousbirds,0.041,0.038,0.053,0.097,0.116
BCR4,1,deciduousbirds,0.121,0.122,0.063,0.07,0.065
BCR4,1,deciduousbirds,0.173,0.134,0.06,0.073,0.063
BCR4,1,deciduousbirds,0.166,0.133,0.114,0.092,0.103
BCR4,1,deciduousbirds,0.04,0.091,0.073,0.053,0.111
BCR4,1,deciduousbirds,0.062,0.029,0.03,0.121,0.07
BCR4,1,deciduousbirds,0.114,0.125,0.156,0.053,0.095
BCR4,1,deciduousbirds,0.092,0.085,0.103,0.135,0.088
BCR4,1,deciduousbirds,0.12,0.187,0.071,0.083,0.062
BCR4,1,deciduousbirds,0.08,0.115,0.041,0.073,0.055
BCR4,1,deciduousbirds,0.046,0.116,0.059,0.132,0.06
BCR4,1,deciduousbirds,0.204,0.117,0.137,0.129,0.112
BCR4,1,deciduousbirds,0.086,0.155,0.037,0.022,0.124
BCR4,1,deciduousbirds,0.111,0.104,0.121,0.061,0.089
BCR4,1,deciduousbirds,0.113,0.091,0.086,0.054,0.057
BCR4,1,deciduousbirds,0.188,0.181,0.095,0.067,0.101
BCR4,1,deciduousbirds,0.12,0.065,0.109,0.046,0.104
BCR4,1,deciduousbirds,0.057,0.153,0.06,0.131,0.108
BCR4,1,deciduousbirds,0.047,0.166,0.078,0.053,0.096
BCR4,1,deciduousbirds,0.118,0.145,0.139,0.034,0.087
BCR4,1,deciduousbirds,0.094,0.046,0.093,0.149,0.084
BCR4,1,deciduousbirds,0.118,0.184,0.103,0.082,0.072
BCR4,1,deciduousbirds,0.104,0.102,0.14,0.121,0.047
BCR4,1,deciduousbirds,0.079,0.154,0.044,0.048,0.127
BCR4,1,deciduousbirds,0.073,0.034,0.075,0.047,0.038
BCR4,1,deciduousbirds,0.163,0.166,0.097,0.148,0.083
BCR4,1,deciduousbirds,0.205,0.079,0.122,0.062,0.114
BCR4,1,deciduousbirds,0.164,0.179,0.105,0.062,0.043
BCR4,1,deciduousbirds,0.058,0.097,0.159,0.078,0.127
BCR4,1,deciduousbirds,0.171,0.18,0.06,0.076,0.109
BCR4,1,deciduousbirds,0.16,0.196,0.049,0.038,0.048
BCR4,1,deciduousbirds,0.106,0.118,0.177,0.123,0.1
BCR4,1,deciduousbirds,0.068,0.088,0.085,0.077,0.052
BCR4,1,deciduousbirds,0.118,0.129,0.089,0.058,0.119
BCR4,1,deciduousbirds,0.089,0.152,0.114,0.036,0.092
BCR4,1,deciduousbirds,0.059,0.117,0.089,0.123,0.078
BCR4,1,deciduousbirds,0.144,0.198,0.083,0.093,0.131
BCR4,1,deciduousbirds,0.109,0.115,0.085,0.106,0.102
BCR4,1,deciduousbirds,0.091,0.164,0.147,0.137,0.133
BCR4,1,deciduousbirds,0.188,0.166,0.073,0.183,0.068
BCR4,1,deciduousbirds,0.164,0.108,0.079,0.034,0.079
BCR4,1,deciduousbirds,0.309,0.139,0.132,0.053,0.164
BCR4,1,deciduousbirds,0.064,0.109,0.033,0.023,0.043
BCR4,1,deciduousbirds,0.118,0.087,0.055,0.053,0.142
BCR4,1,deciduousbirds,0.059,0.043,0.019,0.063,0.029
BCR4,1,deciduousbirds,0.12,0.164,0.106,0.051,0.061
BCR4,1,deciduousbirds,0.127,0.15,0.073,0.091,0.066
BCR4,1,deciduousbirds,0.107,0.041,0.051,0.065,0.096
BCR4,1,deciduousbirds,0.087,0.106,0.054,0.049,0.078
BCR4,1,deciduousbirds,0.138,0.057,0.123,0.18,0.118
BCR4,1,deciduousbirds,0.107,0.113,0.051,0.067,0.072
BCR4,1,deciduousbirds,0.112,0.063,0.111,0.154,0.123
BCR4,1,deciduousbirds,0.06,0.145,0.099,0.088,0.075
BCR4,1,deciduousbirds,0.164,0.143,0.063,0.16,0.072
BCR4,1,deciduousbirds,0.102,0.14,0.169,0.033,0.118
BCR4,1,deciduousbirds,0.175,0.193,0.046,0.023,0.073
BCR4,1,deciduousbirds,0.147,0.128,0.113,0.174,0.073
BCR4,1,deciduousbirds,0.116,0.09,0.039,0.081,0.104
BCR4,1,deciduousbirds,0.115,0.178,0.076,0.054,0.069
BCR4,1,deciduousbirds,0.148,0.066,0.045,0.122,0.108
BCR4,1,deciduousbirds,0.188,0.182,0.06,0.044,0.074
BCR4,1,deciduousbirds,0.112,0.098,0.074,0.051,0.046
BCR4,1,deciduousbirds,0.102,0.087,0.073,0.045,0.047
BCR4,1,deciduousbirds,0.181,0.055,0.068,0.07,0.031
BCR4,1,deciduousbirds,0.217,0.064,0.065,0.042,0.029
BCR4,1,deciduousbirds,0.152,0.061,0.078,0.042,0.029
BCR4,1,deciduousbirds,0.199,0.064,0.069,0.043,0.026
BCR4,1,deciduousbirds,0.261,0.091,0.071,0.082,0.065
BCR4,1,deciduousbirds,0.334,0.111,0.109,0.09,0.092
BCR4,1,deciduousbirds,0.134,0.051,0.031,0.088,0.056
